Algorithm, Epsilon, #A, #B, infile A, infile B, LocalJoin Alg, Fanout, Leaf size, gridSize, Compared #, Compared %, ComparedMax, Duplicates, Results, Selectivity, filtered A, filtered B,t loading, t init, t build, t probe, t comparing, t partition, t join, t total, t deDuplicating, t analyzing, t sorting, t gridCalculate,EmptyCells(%), MaxObj, AveObj, StdObj, repA, repB, max level, gridP robe
rereTOUCH,10,4000,8000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,38440,0.120125,387151,13474,2096,0.00655,3169,5655,0.022,0,0.009,0.09,0.086,0.002,0,0.265,0,0,0.002,0.008,179.032,481,51.2258,59.5712,249,249,500,0.098
TOUCH,10,4000,8500,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,45452,0.133682,27022600,12817,2110,0.00620588,1377,0,0.022,0,0.005,0.122,0.109,0.01,0,0.323,0,0,0.01,0.013,91.9355,6471,114.887,815.548,6,6,500,0.135
cTOUCH,10,4000,8500,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,38317,0.112697,289220,13566,2110,0.00620588,3339,3348,0.021,0,0.01,0.088,0.085,0.042,0,0.35,0,0,0.039,0.012,85.1852,2866,30.7566,232.798,379,379,500,0.1
dTOUCH,10,4000,8500,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,34917,0.102697,3252640,13646,2110,0.00620588,3155,1377,0.02,0,0.002,0.094,0.091,0.032,0,0.316,0,0,0.03,0.003,92.7711,260,6.96988,34.1821,13,13,500,0.097
reTOUCH,10,4000,8500,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,42253,0.124274,658632,12659,2110,0.00620588,3138,2671,0.017,0,0.006,0.113,0.109,0.003,0,0.31,0.002,0,0.002,0.014,96.7742,2293,107.919,312.773,249,249,500,0.127
rereTOUCH,10,4000,8500,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,37550,0.110441,427688,12666,2110,0.00620588,3138,6015,0.019,0,0.009,0.092,0.09,0.003,0,0.263,0.002,0,0.002,0.006,177.419,587,53.9839,75.9871,249,249,500,0.098
TOUCH,10,4000,9000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,49962,0.138783,28388700,14753,2367,0.006575,1515,0,0.022,0,0.005,0.132,0.114,0.011,0,0.342,0.002,0,0.011,0.017,91.9355,6800,120.726,856.96,6,6,500,0.149
cTOUCH,10,4000,9000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,39475,0.109653,343865,14828,2367,0.006575,3321,2769,0.02,0,0.012,0.093,0.084,0.046,0,0.373,0.002,0,0.042,0.014,84.264,3004,35.0761,239.095,395,395,500,0.107
dTOUCH,10,4000,9000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,38718,0.10755,6538952,15512,2367,0.006575,3010,1515,0.02,0,0.002,0.101,0.096,0.033,0,0.334,0,0,0.032,0.005,93.5294,799,7.80588,62.9958,12,12,500,0.106
reTOUCH,10,4000,9000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,46307,0.128631,698446,14595,2367,0.006575,3138,2838,0.019,0,0.007,0.117,0.115,0.003,0,0.323,0,0,0.002,0.014,96.7742,2293,113.29,319.351,249,249,500,0.131
rereTOUCH,10,4000,9000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,41417,0.115047,466724,14555,2367,0.006575,3138,6207,0.02,0,0.01,0.097,0.096,0.003,0,0.277,0,0,0.002,0.007,177.419,664,58.9516,82.2941,249,249,500,0.104
TOUCH,10,4000,9500,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,65563,0.172534,30375700,20559,3159,0.00831316,1515,0,0.02,0,0.004,0.165,0.15,0.011,0,0.402,0.002,0,0.01,0.014,91.9355,7290,128.79,918.607,6,6,500,0.179
cTOUCH,10,4000,9500,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,54901,0.144476,310020,19003,3159,0.00831316,3147,2910,0.021,0.001,0.012,0.125,0.12,0.045,0,0.444,0.003,0,0.041,0.016,82.7586,3011,36.665,238.964,407,407,500,0.141
dTOUCH,10,4000,9500,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,47895,0.126039,6608456,18821,3159,0.00831316,2778,1515,0.02,0,0.002,0.121,0.116,0.034,0,0.378,0.002,0,0.032,0.004,89.3258,717,8.81461,56.734,20,20,500,0.125
reTOUCH,10,4000,9500,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,60371,0.158871,842909,20470,3159,0.00831316,2859,2859,0.023,0,0.008,0.144,0.141,0.003,0,0.391,0.002,0,0.002,0.015,95.1613,2293,125.516,318.573,249,249,500,0.159
rereTOUCH,10,4000,9500,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,51259,0.134892,778750,18579,3159,0.00831316,2859,5820,0.023,0,0.012,0.116,0.112,0.002,0,0.331,0.002,0,0.002,0.01,174.194,664,77.7581,79.0626,249,249,500,0.126
TOUCH,10,4000,10000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,67953,0.169882,32375700,21108,3272,0.00818,1515,0,0.024,0,0.005,0.178,0.158,0.012,0,0.44,0.004,0,0.011,0.018,91.9355,7790,136.855,981.483,6,6,500,0.196
cTOUCH,10,4000,10000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,57202,0.143005,465063,19811,3272,0.00818,2820,3193,0.021,0,0.013,0.132,0.128,0.048,0,0.467,0.002,0,0.044,0.016,81.1321,3022,37.6745,242.081,425,425,500,0.148
dTOUCH,10,4000,10000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,49813,0.124533,7785300,19217,3272,0.00818,2716,1515,0.021,0,0.002,0.13,0.126,0.036,0,0.405,0.002,0,0.035,0.003,93.6508,833,8.67196,65.9953,13,13,500,0.133
reTOUCH,10,4000,10000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,62537,0.156342,877817,21019,3272,0.00818,2858,2865,0.021,0,0.007,0.153,0.149,0.003,0,0.404,0.002,0,0.002,0.016,95.1613,2293,133.5,320.253,249,249,500,0.169
rereTOUCH,10,4000,10000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,53090,0.132725,914040,18971,3272,0.00818,2858,5833,0.019,0,0.011,0.118,0.115,0.003,0,0.327,0.002,0,0.002,0.01,174.194,664,85.629,67.6554,249,249,500,0.128
TOUCH,10,4000,10500,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,67967,0.161826,34375700,21108,3272,0.00779048,1515,0,0.02,0,0.005,0.169,0.151,0.011,0,0.413,0.002,0,0.011,0.017,91.9355,8290,144.919,1044.37,6,6,500,0.186
cTOUCH,10,4000,10500,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,56393,0.134269,730494,20184,3272,0.00779048,2896,3531,0.023,0,0.014,0.13,0.123,0.05,0,0.472,0.002,0,0.046,0.017,80.9091,2803,36.6955,221.854,441,441,500,0.147
dTOUCH,10,4000,10500,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,50807,0.120969,7761649,19122,3272,0.00779048,2732,1515,0.023,0,0.002,0.134,0.129,0.037,0,0.418,0.001,0,0.036,0.004,91.7949,508,8.41026,49.7341,17,17,500,0.138
reTOUCH,10,4000,10500,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,62519,0.148855,886996,20975,3272,0.00779048,2852,3198,0.021,0,0.008,0.156,0.148,0.002,0,0.415,0.002,0,0.002,0.018,95.1613,2293,136.29,321.221,249,249,500,0.174
rereTOUCH,10,4000,10500,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,53519,0.127426,967962,18821,3272,0.00779048,2852,6191,0.024,0,0.012,0.123,0.12,0.002,0,0.351,0.002,0,0.002,0.012,174.194,664,88.0161,64.6422,249,249,500,0.135
TOUCH,10,4000,11000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,70437,0.160084,36375700,21901,3390,0.00770455,1515,0,0.021,0,0.005,0.177,0.16,0.011,0,0.43,0.002,0,0.011,0.016,91.9355,8790,152.984,1107.27,6,6,500,0.193
cTOUCH,10,4000,11000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,61728,0.140291,2202584,21396,3390,0.00770455,2718,2560,0.021,0,0.014,0.146,0.143,0.053,0,0.512,0.002,0,0.049,0.019,85.3982,3203,43.0177,278.135,453,453,500,0.165
dTOUCH,10,4000,11000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,52500,0.119318,7973408,19819,3390,0.00770455,2670,1515,0.027,0,0.002,0.138,0.134,0.041,0,0.444,0.004,0,0.04,0.001,93.5644,491,8.5198,48.3247,14,14,500,0.139
reTOUCH,10,4000,11000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,64967,0.147652,923932,21765,3390,0.00770455,2815,3339,0.022,0,0.008,0.158,0.154,0.003,0,0.422,0.002,0,0.002,0.018,95.1613,2293,142.677,322.827,249,249,500,0.176
rereTOUCH,10,4000,11000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,57636,0.130991,1030136,20424,3390,0.00770455,2815,6347,0.029,0,0.012,0.13,0.129,0.003,0,0.375,0.002,0,0.002,0.011,170.968,664,94.1613,54.3255,249,249,500,0.141
TOUCH,10,4000,11500,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,70437,0.153124,38375700,21901,3390,0.00736957,1515,0,0.028,0,0.005,0.176,0.157,0.011,0,0.443,0.004,0,0.011,0.017,91.9355,9290,161.048,1170.18,6,6,500,0.193
cTOUCH,10,4000,11500,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,63436,0.137904,787346,21300,3390,0.00736957,2769,3356,0.025,0,0.015,0.148,0.143,0.052,0,0.52,0.002,0,0.048,0.018,85.8974,4674,40.0641,324.252,469,469,500,0.166
dTOUCH,10,4000,11500,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,50305,0.109359,6967288,18820,3390,0.00736957,2758,1515,0.023,0,0.002,0.136,0.13,0.045,0,0.442,0.002,0,0.044,0.004,92.3077,420,7.89904,40.4018,17,17,500,0.14
reTOUCH,10,4000,11500,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,65006,0.141317,927670,21829,3390,0.00736957,2815,3611,0.021,0,0.009,0.165,0.16,0.003,0,0.436,0.002,0,0.002,0.018,95.1613,2295,146.355,326.227,249,249,500,0.183
rereTOUCH,10,4000,11500,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,56212,0.1222,1108788,20007,3390,0.00736957,2815,6635,0.018,0,0.014,0.128,0.125,0.003,0,0.354,0.002,0,0.002,0.012,170.968,664,97.5806,47.9127,249,249,500,0.14
TOUCH,10,4000,12000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,70437,0.146744,39792700,21901,3390,0.0070625,1638,0,0.023,0,0.007,0.274,0.243,0.021,0,0.652,0.002,0,0.02,0.03,90.3226,9627,167.129,1212.62,7,7,500,0.304
cTOUCH,10,4000,12000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,61629,0.128394,822830,21381,3390,0.0070625,2884,3942,0.019,0,0.015,0.148,0.143,0.058,0,0.517,0.002,0,0.053,0.017,86.3071,4226,38.0664,292.746,483,483,500,0.165
dTOUCH,10,4000,12000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,48648,0.10135,12111850,17454,3390,0.0070625,2347,1638,0.037,0,0.002,0.164,0.157,0.041,0,0.518,0.004,0,0.039,0.005,93.0233,798,9.69302,66.0358,16,16,500,0.169
reTOUCH,10,4000,12000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,65182,0.135796,1072204,21805,3390,0.0070625,2585,4019,0.022,0,0.012,0.162,0.157,0.004,0,0.439,0.001,0,0.003,0.018,95.1613,2295,151.548,325.613,249,249,500,0.18
rereTOUCH,10,4000,12000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,55976,0.116617,1508953,19653,3390,0.0070625,2585,7070,0.023,0,0.013,0.125,0.123,0.002,0,0.352,0.002,0,0.002,0.012,170.968,664,102.339,70.3577,249,249,500,0.137
TOUCH,10,4000,12500,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,70437,0.140874,41792700,21901,3390,0.00678,1638,0,0.025,0,0.006,0.182,0.162,0.011,0,0.449,0.002,0,0.01,0.019,90.3226,10127,175.194,1275.54,7,7,500,0.201
cTOUCH,10,4000,12500,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,57969,0.115938,641085,19607,3390,0.00678,2585,4680,0.023,0,0.016,0.134,0.127,0.057,0,0.497,0.002,0,0.053,0.016,85.2,3525,36.94,253.822,501,501,500,0.15
dTOUCH,10,4000,12500,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,47606,0.095212,15190525,16156,3390,0.00678,2343,1638,0.024,0,0.002,0.135,0.129,0.043,0,0.438,0.002,0,0.042,0.005,92.3077,1103,9.47511,78.4556,18,18,500,0.14
reTOUCH,10,4000,12500,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,65252,0.130504,1170871,21827,3390,0.00678,2545,4133,0.024,0,0.01,0.158,0.151,0.002,0,0.428,0.001,0,0.002,0.017,95.1613,2295,158.419,329.709,249,249,500,0.175
rereTOUCH,10,4000,12500,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,54878,0.109756,1695184,18645,3390,0.00678,2545,7165,0.021,0,0.014,0.13,0.127,0.003,0,0.366,0.002,0.001,0.002,0.012,169.355,778,109.516,78.1896,249,249,500,0.142
TOUCH,10,4000,13000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,72139,0.138729,43792700,22586,3483,0.00669808,1638,0,0.026,0,0.006,0.184,0.161,0.011,0,0.458,0.003,0,0.011,0.021,90.3226,10627,183.258,1338.46,7,7,500,0.205
cTOUCH,10,4000,13000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,61463,0.118198,2333913,20868,3483,0.00669808,2085,5616,0.027,0,0.016,0.144,0.135,0.058,0,0.531,0.002,0,0.054,0.017,85.214,2419,36.1829,220.235,515,515,500,0.161
dTOUCH,10,4000,13000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,49027,0.0942827,13718895,16610,3483,0.00669808,2394,1638,0.025,0,0.002,0.129,0.12,0.045,0,0.434,0.005,0,0.042,0.006,93.913,951,8.92609,67.8448,15,15,500,0.135
reTOUCH,10,4000,13000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,66890,0.128635,1275596,22516,3483,0.00669808,2506,4302,0.025,0,0.009,0.164,0.158,0.003,0,0.443,0.002,0,0.002,0.018,93.5484,2295,164.387,332.799,249,249,500,0.182
rereTOUCH,10,4000,13000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,55962,0.107619,1756091,19250,3483,0.00669808,2506,7407,0.026,0,0.015,0.126,0.125,0.002,0,0.368,0.002,0,0.002,0.012,164.516,778,114.306,73.1186,249,249,500,0.138
TOUCH,10,4000,13500,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,73084,0.135341,45528000,22869,3534,0.00654444,1698,0,0.028,0,0.006,0.181,0.159,0.011,0,0.452,0.004,0,0.011,0.02,90.3226,11048,190.355,1391.49,7,7,500,0.201
cTOUCH,10,4000,13500,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,62171,0.115131,2484734,21231,3534,0.00654444,2091,5543,0.021,0,0.016,0.149,0.147,0.063,0,0.541,0.002,0,0.059,0.019,83.7736,2311,37.2302,226.422,531,531,500,0.168
dTOUCH,10,4000,13500,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,49941,0.0924833,19348337,16948,3534,0.00654444,2037,1698,0.03,0,0.002,0.13,0.124,0.047,0,0.458,0.006,0,0.046,0.002,94.0426,1442,10.3064,96.5953,15,15,500,0.132
reTOUCH,10,4000,13500,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,67635,0.12525,1316703,22799,3534,0.00654444,2506,4479,0.025,0,0.01,0.168,0.164,0.002,0,0.452,0.002,0,0.002,0.019,93.5484,2295,169.597,335.466,249,249,500,0.187
rereTOUCH,10,4000,13500,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,56740,0.105074,1831030,19588,3534,0.00654444,2506,7623,0.025,0,0.015,0.126,0.124,0.002,0,0.366,0,0,0.002,0.013,164.516,778,118.887,65.893,249,249,500,0.139
TOUCH,10,4000,14000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,74704,0.1334,47426600,23270,3603,0.00643393,1698,0,0.024,0,0.007,0.189,0.165,0.011,0,0.464,0.004,0,0.011,0.022,90.3226,11470,198.419,1444.82,7,7,500,0.211
cTOUCH,10,4000,14000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,66869,0.119409,855957,21717,3603,0.00643393,2753,3252,0.024,0,0.017,0.156,0.147,0.065,0,0.569,0.002,0,0.061,0.021,83.7638,4916,44.262,333.238,543,543,500,0.177
dTOUCH,10,4000,14000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,51234,0.0914893,12386875,17371,3603,0.00643393,2494,1698,0.024,0,0.001,0.14,0.137,0.05,0,0.466,0.002,0.001,0.049,0.002,93.8272,684,8.16049,52.4991,16,16,500,0.142
reTOUCH,10,4000,14000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,68811,0.122877,1387103,23200,3603,0.00643393,2506,4713,0.029,0,0.011,0.17,0.164,0.002,0,0.469,0.001,0,0.002,0.02,93.5484,2337,173.887,344.427,249,249,500,0.19
rereTOUCH,10,4000,14000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,57888,0.103371,1902970,19988,3603,0.00643393,2506,7962,0.031,0,0.015,0.132,0.13,0.003,0,0.394,0.002,0,0.002,0.013,164.516,778,121.484,62.1579,249,249,500,0.145
TOUCH,10,4000,14500,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,78799,0.13586,49274500,24805,3855,0.00664655,1698,0,0.023,0,0.007,0.202,0.177,0.011,0,0.489,0.002,0,0.011,0.024,90.3226,11853,206.484,1493.43,7,7,500,0.226
cTOUCH,10,4000,14500,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,70116,0.12089,692356,23222,3855,0.00664655,2793,4302,0.029,0,0.018,0.164,0.157,0.063,0,0.596,0.002,0,0.058,0.02,84.2294,4371,40.8781,301.632,559,559,500,0.184
dTOUCH,10,4000,14500,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,54563,0.0940741,14440164,18692,3855,0.00664655,2525,1698,0.027,0,0.002,0.145,0.139,0.051,0,0.486,0.004,0,0.049,0.004,94,832,7.876,59.0946,16,16,500,0.149
reTOUCH,10,4000,14500,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,72573,0.125126,1420581,24794,3855,0.00664655,2505,4947,0.028,0,0.011,0.182,0.18,0.002,0,0.491,0.002,0,0.001,0.02,93.5484,2337,178.194,345.164,249,249,500,0.202
rereTOUCH,10,4000,14500,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,61293,0.105678,1941336,21309,3855,0.00664655,2505,8237,0.025,0,0.016,0.136,0.132,0.003,0,0.39,0.002,0,0.002,0.014,164.516,778,125.129,54.4681,249,249,500,0.15
TOUCH,10,4000,15000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,79001,0.131668,51062600,24805,3855,0.006425,1698,0,0.025,0,0.007,0.2,0.175,0.01,0,0.488,0.004,0,0.01,0.023,90.3226,12190,214.548,1536.62,7,7,500,0.223
cTOUCH,10,4000,15000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,70026,0.11671,1206376,23904,3855,0.006425,2020,6615,0.028,0,0.02,0.163,0.154,0.066,0,0.598,0.002,0,0.061,0.019,82.6389,2198,35.9896,216.166,577,577,500,0.182
dTOUCH,10,4000,15000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,57132,0.09522,16423939,19785,3855,0.006425,2340,1698,0.028,0,0.002,0.151,0.146,0.052,0,0.507,0.004,0,0.049,0.003,93.75,1036,8.48828,69.475,17,17,500,0.154
reTOUCH,10,4000,15000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,72794,0.121323,1455681,24906,3855,0.006425,2505,5267,0.028,0,0.01,0.185,0.183,0.003,0,0.5,0.002,0.001,0.002,0.021,93.5484,2337,181.097,348.881,249,249,500,0.206
rereTOUCH,10,4000,15000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,63625,0.106042,2025508,22025,3855,0.006425,2505,8577,0.026,0,0.015,0.141,0.141,0.003,0,0.403,0.002,0,0.002,0.014,164.516,778,127.71,50.0839,249,249,500,0.155
