Algorithm, Epsilon, #A, #B, infile A, infile B, LocalJoin Alg, Fanout, Leaf size, gridSize, Compared #, Compared %, ComparedMax, Duplicates, Results, Selectivity, filtered A, filtered B,t loading, t init, t build, t probe, t comparing, t partition, t join, t total, t deDuplicating, t analyzing, t sorting, t gridCalculate,EmptyCells(%), MaxObj, AveObj, StdObj, repA, repB, max level, gridP robe
rereTOUCH,10,8000,4000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,34659,0.108309,958935,14441,1711,0.00534688,6142,421,0.02,0,0.008,0.083,0.083,0.006,0,0.272,0.002,0,0.005,0.016,184.167,838,45.3083,76.61,481,481,500,0.099
TOUCH,10,8500,4000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,39076,0.114929,32167600,9979,1711,0.00503235,32,0,0.019,0,0.002,0.101,0.094,0.026,0,0.298,0.002,0,0.025,0.006,98.4733,3901,30.2901,339.534,3,3,500,0.107
cTOUCH,10,8500,4000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,36999,0.108821,95178,10027,1711,0.00503235,7656,295,0.02,0,0.009,0.09,0.085,0.04,0,0.349,0,0,0.037,0.015,88.3598,3138,24.0688,230.336,379,379,500,0.105
dTOUCH,10,8500,4000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,37942,0.111594,4445900,18389,1711,0.00503235,7364,32,0.02,0,0.005,0.11,0.105,0.041,0,0.366,0,0,0.04,0.005,93.6842,584,6.99474,49.1102,13,13,500,0.115
reTOUCH,10,8500,4000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,34057,0.100168,489950,10653,1711,0.00503235,7049,284,0.025,0,0.007,0.082,0.079,0.005,0,0.274,0.002,0,0.004,0.016,98.4733,698,39.4427,94.2452,525,525,500,0.098
rereTOUCH,10,8500,4000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,37157,0.109285,655360,17399,1711,0.00503235,7049,576,0.025,0,0.009,0.085,0.083,0.006,0,0.284,0.002,0,0.005,0.015,186.26,471,37.2137,44.6287,525,525,500,0.1
TOUCH,10,9000,4000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,37996,0.105544,32222700,9917,1711,0.00475278,32,0,0.02,0,0.002,0.104,0.096,0.027,0,0.306,0.002,0,0.025,0.007,97.8102,3772,28.9635,321.334,4,4,500,0.111
cTOUCH,10,9000,4000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,33444,0.0929,570972,9955,1711,0.00475278,8036,275,0.018,0,0.01,0.086,0.08,0.047,0,0.422,0,0,0.043,0.016,88.3249,3208,23.802,230.584,395,395,500,0.102
dTOUCH,10,9000,4000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,38129,0.105914,4539575,18470,1711,0.00475278,7883,32,0.024,0,0.004,0.109,0.103,0.037,0,0.364,0,0,0.036,0.006,93.3673,677,6.68367,52.9213,14,14,500,0.115
reTOUCH,10,9000,4000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,34694,0.0963722,551099,9917,1711,0.00475278,7643,163,0.026,0,0.008,0.085,0.081,0.006,0,0.287,0,0,0.005,0.016,99.2701,571,37.9124,89.4414,549,549,500,0.101
rereTOUCH,10,9000,4000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,37243,0.103453,959876,15082,1711,0.00475278,7643,595,0.025,0,0.01,0.087,0.086,0.006,0,0.288,0,0,0.005,0.014,183.212,345,34.7591,39.0774,549,549,500,0.101
TOUCH,10,9500,4000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,38762,0.102005,36049000,10391,1711,0.00450263,32,0,0.019,0,0.002,0.102,0.094,0.029,0,0.306,0.002,0,0.028,0.007,98.6207,3053,27.3655,263.261,3,3,500,0.109
cTOUCH,10,9500,4000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,36029,0.0948132,773244,14095,1711,0.00450263,8533,197,0.02,0,0.01,0.088,0.084,0.044,0,0.36,0.002,0.001,0.04,0.015,85.2217,1785,23.4975,142.189,407,407,500,0.103
dTOUCH,10,9500,4000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,37953,0.0998763,5686792,18670,1711,0.00450263,7937,32,0.02,0,0.004,0.107,0.1,0.038,0,0.351,0.002,0,0.036,0.006,94.1463,1153,8.13171,82.3177,13,13,500,0.113
reTOUCH,10,9500,4000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,34264,0.0901684,417379,10391,1711,0.00450263,8389,278,0.025,0,0.008,0.085,0.084,0.006,0,0.284,0.002,0,0.005,0.016,99.3103,622,33.331,87.7959,581,581,500,0.101
rereTOUCH,10,9500,4000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,34957,0.0919921,337108,14511,1711,0.00450263,8389,2177,0.017,0,0.009,0.078,0.078,0.007,0,0.243,0.002,0,0.006,0.009,184.828,346,20.2345,37.1366,581,581,500,0.087
TOUCH,10,10000,4000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,35293,0.0882325,37178100,8944,1711,0.0042775,32,0,0.02,0,0.002,0.096,0.09,0.029,0,0.294,0,0,0.028,0.006,98.0392,3147,25.9346,260.475,4,4,500,0.102
cTOUCH,10,10000,4000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,33013,0.0825325,183471,10372,1711,0.0042775,9089,316,0.025,0,0.01,0.084,0.078,0.046,0,0.364,0.002,0,0.042,0.014,87.2642,1840,21.6745,148.568,425,425,500,0.098
dTOUCH,10,10000,4000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,37924,0.09481,5550472,18572,1711,0.0042775,8452,32,0.022,0,0.005,0.119,0.111,0.042,0,0.386,0,0,0.04,0.008,94.8357,1108,7.77934,77.9157,12,12,500,0.127
reTOUCH,10,10000,4000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,32747,0.0818675,451382,8944,1711,0.0042775,8893,330,0.02,0,0.008,0.08,0.077,0.007,0,0.264,0.002,0,0.006,0.015,99.3464,608,31.2222,82.2054,613,613,500,0.095
rereTOUCH,10,10000,4000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,30966,0.077415,430713,11513,1711,0.0042775,8893,2174,0.019,0,0.009,0.07,0.068,0.008,0,0.232,0.002,0,0.006,0.009,185.621,339,19.1699,39.597,613,613,500,0.079
TOUCH,10,10500,4000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,35293,0.084031,39112500,8944,1711,0.00407381,32,0,0.023,0,0.002,0.098,0.091,0.032,0,0.312,0,0,0.031,0.007,98.1132,3147,24.956,255.561,4,4,500,0.105
cTOUCH,10,10500,4000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,33295,0.0792738,257669,8952,1711,0.00407381,9527,239,0.023,0,0.011,0.082,0.074,0.05,0,0.368,0.002,0,0.046,0.015,91.3636,3076,21.5182,216.804,441,441,500,0.097
dTOUCH,10,10500,4000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,37924,0.0902952,5600172,18572,1711,0.00407381,8952,32,0.021,0,0.005,0.111,0.105,0.043,0,0.372,0,0,0.041,0.006,94.9772,1108,7.56621,76.8514,12,12,500,0.117
reTOUCH,10,10500,4000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,33238,0.0791381,346054,8944,1711,0.00407381,9350,266,0.022,0,0.007,0.083,0.081,0.008,0,0.278,0.002,0.001,0.006,0.016,99.3711,575,30.717,80.5219,637,637,500,0.099
rereTOUCH,10,10500,4000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,37811,0.0900262,406655,16330,1711,0.00407381,9350,2128,0.021,0,0.01,0.09,0.089,0.008,0,0.278,0.002,0,0.006,0.008,185.535,373,19.0063,37.6082,637,637,500,0.098
TOUCH,10,11000,4000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,41871,0.0951614,40068100,11289,2177,0.00494773,32,0,0.024,0,0.002,0.112,0.105,0.033,0,0.344,0.002,0,0.032,0.006,98.2143,2849,23.619,233.302,4,4,500,0.118
cTOUCH,10,11000,4000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,38718,0.0879955,1148717,11783,2177,0.00494773,9602,372,0.022,0,0.011,0.096,0.09,0.05,0,0.411,0,0,0.046,0.024,88.4956,2046,22.2389,169.138,453,453,500,0.12
dTOUCH,10,11000,4000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,47568,0.108109,6386790,24289,2177,0.00494773,9261,32,0.022,0,0.006,0.127,0.117,0.041,0,0.407,0.006,0,0.04,0.007,95.1754,1298,8.12281,87.5747,12,12,500,0.134
reTOUCH,10,11000,4000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,37217,0.0845841,447030,11289,2177,0.00494773,9826,191,0.021,0,0.008,0.09,0.088,0.008,0,0.288,0.002,0,0.006,0.015,100,636,29.6607,88.1695,673,673,500,0.105
rereTOUCH,10,11000,4000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,44180,0.100409,397101,19696,2177,0.00494773,9826,1514,0.022,0,0.01,0.098,0.095,0.007,0,0.3,0.002,0,0.005,0.011,185.714,505,21.7857,44.0706,673,673,500,0.109
TOUCH,10,11500,4000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,46239,0.10052,42152400,13177,2442,0.0053087,32,0,0.023,0,0.002,0.122,0.115,0.035,0,0.367,0.002,0,0.034,0.006,98.2857,3091,22.6743,240.623,4,4,500,0.128
cTOUCH,10,11500,4000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,43294,0.0941174,367462,15308,2442,0.0053087,9999,128,0.022,0,0.013,0.11,0.105,0.054,0,0.434,0.002,0,0.051,0.016,85.0427,2313,22.9615,167.725,469,469,500,0.126
dTOUCH,10,11500,4000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,52792,0.114765,7439612,27835,2442,0.0053087,9456,32,0.026,0,0.006,0.143,0.131,0.048,0,0.461,0,0,0.046,0.011,94.8936,1568,9.1617,103.523,13,13,500,0.154
reTOUCH,10,11500,4000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,42730,0.0928913,528799,13177,2442,0.0053087,10005,198,0.029,0,0.008,0.114,0.111,0.008,0,0.356,0.001,0,0.006,0.016,99.4286,765,30.2686,86.9456,701,701,500,0.13
rereTOUCH,10,11500,4000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,43230,0.0939783,584404,17945,2442,0.0053087,10005,804,0.023,0,0.011,0.099,0.096,0.008,0,0.313,0.002,0,0.006,0.014,186.857,344,26.8057,38.6132,701,701,500,0.113
TOUCH,10,12000,4000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,47467,0.0988896,44079300,13511,2496,0.0052,32,0,0.028,0,0.002,0.124,0.118,0.037,0,0.387,0,0,0.035,0.006,98.3516,3147,21.8022,239.012,4,4,500,0.13
cTOUCH,10,12000,4000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,44382,0.0924625,1068148,14152,2496,0.0052,10376,166,0.024,0,0.012,0.109,0.103,0.055,0,0.441,0.002,0.001,0.05,0.016,85.8921,2467,22.6473,184.087,483,483,500,0.125
dTOUCH,10,12000,4000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,53940,0.112375,8097811,28469,2496,0.0052,9794,32,0.024,0,0.005,0.149,0.137,0.051,0,0.472,0.002,0,0.048,0.011,95.0413,1729,9.56612,112.209,13,13,500,0.16
reTOUCH,10,12000,4000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,43720,0.0910833,510673,13539,2496,0.0052,10405,208,0.023,0,0.007,0.108,0.105,0.01,0,0.339,0.002,0.001,0.007,0.017,98.9011,649,29.5989,79.9277,729,729,500,0.125
rereTOUCH,10,12000,4000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,50195,0.104573,685032,22768,2496,0.0052,10405,945,0.02,0,0.011,0.113,0.113,0.01,0,0.346,0.002,0,0.008,0.018,184.615,331,25.5495,37.8646,729,729,500,0.131
TOUCH,10,12500,4000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,47532,0.095064,45198300,13511,2496,0.004992,32,0,0.027,0,0.002,0.123,0.116,0.037,0,0.379,0.002,0,0.036,0.006,97.3545,3091,20.9947,231.597,6,6,500,0.129
cTOUCH,10,12500,4000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,42289,0.084578,1430480,14573,2496,0.004992,10705,97,0.023,0,0.014,0.104,0.098,0.054,0,0.424,0.002,0,0.05,0.016,86.4,2285,22.792,178.924,501,501,500,0.12
dTOUCH,10,12500,4000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,53630,0.10726,8266686,28250,2496,0.004992,10189,32,0.019,0,0.006,0.15,0.14,0.05,0,0.464,0.002,0,0.049,0.009,93.9759,1827,9.88353,116.766,16,16,500,0.159
reTOUCH,10,12500,4000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,41900,0.0838,562449,13511,2496,0.004992,10850,173,0.028,0,0.009,0.101,0.098,0.009,0,0.333,0.002,0,0.007,0.017,98.9418,652,28.9788,82.3298,757,757,500,0.118
rereTOUCH,10,12500,4000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,49186,0.098372,665950,23424,2496,0.004992,10850,609,0.026,0,0.012,0.112,0.109,0.008,0,0.35,0.002,0,0.006,0.015,186.243,235,26.672,31.0285,757,757,500,0.127
TOUCH,10,13000,4000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,47533,0.0914096,46852300,13511,2496,0.0048,69,0,0.024,0,0.002,0.121,0.114,0.04,0,0.377,0.002,0,0.038,0.006,97.9695,3104,19.9543,227.544,5,5,500,0.127
cTOUCH,10,13000,4000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,45626,0.0877423,750201,15810,2496,0.0048,11026,183,0.023,0,0.014,0.113,0.113,0.058,0,0.452,0.002,0,0.054,0.016,87.1595,2795,22.5331,185.015,515,515,500,0.129
dTOUCH,10,13000,4000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,53529,0.10294,7435098,28392,2496,0.0048,10788,69,0.025,0,0.006,0.145,0.133,0.053,0,0.469,0.002,0,0.05,0.011,93.7743,1422,9.08171,92.1818,17,17,500,0.156
reTOUCH,10,13000,4000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,44275,0.0851442,674512,13516,2496,0.0048,11334,171,0.024,0.001,0.009,0.109,0.107,0.01,0,0.342,0,0.001,0.008,0.016,98.9848,596,27.8934,79.0913,789,789,500,0.125
rereTOUCH,10,13000,4000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,48161,0.0926173,649239,21941,2496,0.0048,11334,702,0.025,0,0.011,0.111,0.11,0.01,0,0.349,0.002,0,0.007,0.015,185.279,296,25.198,36.309,789,789,500,0.126
TOUCH,10,13500,4000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,47533,0.0880241,48397500,13511,2496,0.00462222,69,0,0.025,0,0.002,0.124,0.117,0.041,0,0.386,0,0,0.039,0.007,98.0296,3103,19.3645,224.134,5,5,500,0.131
cTOUCH,10,13500,4000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,45183,0.0836722,281137,15799,2496,0.00462222,11827,214,0.025,0,0.013,0.11,0.106,0.058,0,0.448,0.002,0,0.053,0.016,85.6604,3347,20.6,210.127,531,531,500,0.126
dTOUCH,10,13500,4000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,53725,0.0994907,7453798,28361,2496,0.00462222,11288,69,0.025,0,0.007,0.146,0.136,0.052,0,0.475,0,0,0.05,0.01,93.9163,1422,8.87452,91.1388,17,17,500,0.156
reTOUCH,10,13500,4000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,44669,0.0827204,696004,13511,2496,0.00462222,11705,150,0.025,0,0.009,0.107,0.103,0.01,0,0.339,0,0,0.007,0.017,99.5074,572,27.8079,79.166,813,813,500,0.124
rereTOUCH,10,13500,4000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,51372,0.0951333,796975,24336,2496,0.00462222,11705,875,0.027,0,0.012,0.117,0.115,0.01,0,0.366,0.001,0,0.007,0.014,187.192,418,24.2365,45.4094,813,813,500,0.131
TOUCH,10,14000,4000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,47533,0.0848804,50012500,13511,2496,0.00445714,32,0,0.025,0,0.002,0.122,0.115,0.044,0,0.389,0.004,0,0.043,0.005,98.5849,3103,18.717,220.121,4,4,500,0.127
cTOUCH,10,14000,4000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,46851,0.0836625,293433,17014,2496,0.00445714,12245,166,0.03,0.001,0.013,0.112,0.107,0.059,0,0.471,0.002,0,0.054,0.019,87.0849,3522,20.6236,218.611,543,543,500,0.131
dTOUCH,10,14000,4000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,53945,0.0963304,8831851,28469,2496,0.00445714,11587,32,0.028,0,0.007,0.146,0.135,0.053,0,0.483,0,0,0.051,0.011,95.5882,1891,9.26471,115.761,13,13,500,0.157
reTOUCH,10,14000,4000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,42448,0.0758,614945,13511,2496,0.00445714,12387,154,0.028,0,0.01,0.101,0.101,0.012,0,0.339,0,0,0.01,0.016,99.5283,607,25.75,77.3307,849,849,500,0.117
rereTOUCH,10,14000,4000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,50691,0.0905196,694724,23617,2496,0.00445714,12387,627,0.026,0,0.012,0.114,0.112,0.01,0,0.354,0.002,0,0.008,0.014,188.208,376,23.5189,33.3265,849,849,500,0.128
TOUCH,10,14500,4000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,47533,0.0819534,51786100,13511,2496,0.00430345,41,0,0.026,0,0.002,0.123,0.116,0.044,0,0.393,0.002,0,0.042,0.006,97.7273,3104,17.9955,215.913,6,6,500,0.129
cTOUCH,10,14500,4000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,43556,0.0750966,340213,14303,2496,0.00430345,12514,80,0.026,0,0.014,0.104,0.1,0.063,0,0.453,0.002,0,0.058,0.017,87.0968,3349,21.1685,206.803,559,559,500,0.121
dTOUCH,10,14500,4000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,53899,0.0929293,8232104,28382,2496,0.00430345,12167,41,0.026,0,0.007,0.151,0.142,0.057,0,0.492,0.002,0,0.054,0.008,95.7143,1732,8.73214,104.961,13,13,500,0.159
reTOUCH,10,14500,4000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,42448,0.0731862,615683,13511,2496,0.00430345,12886,137,0.026,0,0.009,0.102,0.1,0.012,0,0.337,0.002,0,0.009,0.016,99.0909,607,24.8955,76.0525,881,881,500,0.118
rereTOUCH,10,14500,4000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,50691,0.0873983,694724,23617,2496,0.00430345,12886,627,0.029,0,0.012,0.116,0.115,0.011,0,0.373,0.002,0,0.008,0.016,188.182,376,22.6682,33.0068,881,881,500,0.132
TOUCH,10,15000,4000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,47480,0.0791333,53608800,13511,2496,0.00416,32,0,0.03,0,0.002,0.121,0.114,0.046,0,0.401,0,0,0.044,0.007,99.115,3147,17.5575,215.628,3,3,500,0.128
cTOUCH,10,15000,4000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,45432,0.07572,1908178,17016,2496,0.00416,12774,52,0.031,0,0.014,0.111,0.106,0.066,0,0.487,0.002,0.001,0.061,0.018,87.8472,2322,21.4375,189.188,577,577,500,0.129
dTOUCH,10,15000,4000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,53938,0.0898967,9234920,28469,2496,0.00416,12535,32,0.029,0,0.007,0.149,0.138,0.057,0,0.497,0.002,0,0.055,0.009,95.4545,1988,8.97902,118.46,14,14,500,0.158
reTOUCH,10,15000,4000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,42339,0.070565,599223,13511,2496,0.00416,13400,169,0.028,0,0.011,0.105,0.101,0.01,0,0.346,0,0,0.008,0.016,99.115,589,24.031,76.8633,905,905,500,0.121
rereTOUCH,10,15000,4000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,49798,0.0829967,652178,22632,2496,0.00416,13400,655,0.026,0,0.012,0.125,0.125,0.011,0,0.384,0.002,0,0.009,0.015,188.053,395,21.8805,35.0988,905,905,500,0.14
