Algorithm, Epsilon, #A, #B, infile A, infile B, LocalJoin Alg, Fanout, Leaf size, gridSize, Compared #, Compared %, ComparedMax, Duplicates, Results, Selectivity, filtered A, filtered B,t loading, t init, t build, t probe, t comparing, t partition, t join, t total, t deDuplicating, t analyzing, t sorting, t gridCalculate,EmptyCells(%), MaxObj, AveObj, StdObj, repA, repB, max level, gridP robe
cTOUCH,5,8500,8500,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,7246,0.0100291,578150,1094,416,0.000575779,7391,2230,0.025,0,0.015,0.03,0.028,0.058,0,0.276,0,0,0.053,0.01,82.8794,2632,28.7121,209.593,515,515,0,0.04
dTOUCH,5,8500,8500,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,6445,0.00892042,10780588,1189,416,0.000575779,7128,1097,0.031,0,0.005,0.026,0.022,0.046,0,0.24,0,0,0.044,0.003,95.7983,1108,7.41176,75.588,11,11,50,0.029
reTOUCH,5,8500,8500,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,8961,0.0124028,581243,1075,416,0.000575779,7079,2733,0.028,0,0.009,0.034,0.032,0.006,0,0.18,0.002,0,0.004,0.011,96.9466,609,54.8702,111.302,525,525,0,0.045
rereTOUCH,5,8500,8500,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,6315,0.00874048,1646718,1143,416,0.000575779,7079,3038,0.024,0,0.013,0.02,0.017,0.006,0,0.144,0,0,0.004,0.009,178.626,564,52.542,21.2403,525,525,0,0.029
TOUCH,5,9000,9000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,12090,0.0149259,60415100,1359,500,0.000617284,1241,0,0.026,0,0.004,0.046,0.036,0.027,0,0.207,0,0,0.025,0.01,96.3504,7061,56.635,601.972,6,6,0,0.056
cTOUCH,5,9000,9000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,10021,0.0123716,494736,1351,500,0.000617284,7743,2256,0.028,0,0.016,0.034,0.027,0.06,0,0.301,0,0,0.055,0.011,91.1439,3828,29.524,288.63,543,543,0,0.045
dTOUCH,5,9000,9000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,7347,0.00907037,9955462,1469,500,0.000617284,7764,1241,0.025,0,0.004,0.034,0.032,0.047,0,0.249,0,0,0.045,0.002,94.7581,923,6.85887,63.4728,14,14,50,0.036
reTOUCH,5,9000,9000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,10729,0.0132457,606080,1359,500,0.000617284,7634,2668,0.025,0,0.01,0.04,0.033,0.006,0,0.186,0,0,0.005,0.011,97.8102,539,56.1898,116.597,549,549,0,0.051
rereTOUCH,5,9000,9000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,7794,0.00962222,1024346,1413,500,0.000617284,7634,3716,0.033,0,0.014,0.024,0.024,0.006,0,0.175,0,0,0.004,0.009,178.102,382,48.5401,12.3985,549,549,0,0.033
TOUCH,5,9500,9500,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,14550,0.0161219,71274800,1855,690,0.000764543,1242,0,0.027,0,0.004,0.049,0.04,0.028,0,0.218,0,0,0.028,0.009,97.2414,4495,56.9517,480.671,5,5,0,0.058
cTOUCH,5,9500,9500,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,13511,0.0149706,2271641,1848,690,0.000764543,7526,1552,0.026,0,0.016,0.048,0.037,0.064,0,0.342,0.002,0,0.059,0.014,88.8889,5399,34.4514,359.117,577,577,0,0.062
dTOUCH,5,9500,9500,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,9882,0.0109496,13550908,2148,690,0.000764543,7643,1242,0.027,0,0.006,0.039,0.036,0.054,0,0.28,0,0,0.052,0.003,93.9623,1407,8.23019,87.7705,17,17,50,0.042
reTOUCH,5,9500,9500,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,12118,0.0134271,532622,1855,690,0.000764543,8088,2913,0.032,0.001,0.011,0.041,0.035,0.007,0,0.206,0.002,0,0.005,0.01,98.6207,862,55.1655,122.548,581,581,0,0.051
rereTOUCH,5,9500,9500,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,9199,0.0101928,384184,2172,690,0.000764543,8088,6373,0.028,0,0.014,0.024,0.023,0.007,0,0.161,0,0,0.005,0.006,177.241,262,31.3034,23.8846,581,581,0,0.03
TOUCH,5,10000,10000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,15059,0.015059,76470700,1638,714,0.000714,1245,0,0.028,0,0.005,0.052,0.043,0.03,0,0.232,0,0,0.029,0.009,96.732,5764,57.2222,502.658,6,6,0,0.061
cTOUCH,5,10000,10000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,12460,0.01246,2007435,1880,714,0.000714,8101,1947,0.032,0,0.017,0.048,0.04,0.068,0,0.365,0,0,0.062,0.014,88.7417,3989,32.9536,293.448,605,605,0,0.062
dTOUCH,5,10000,10000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,10433,0.010433,10136900,2205,714,0.000714,7904,1245,0.033,0,0.005,0.042,0.037,0.059,0,0.306,0,0,0.058,0.005,92.5532,742,8.69858,56.0592,22,22,50,0.047
reTOUCH,5,10000,10000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,12869,0.012869,545713,1638,714,0.000714,8488,2973,0.028,0,0.01,0.044,0.038,0.007,0,0.2,0,0.001,0.006,0.01,96.0784,679,55.8105,114.273,613,613,0,0.054
rereTOUCH,5,10000,10000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,9905,0.009905,346680,2014,714,0.000714,8488,6787,0.03,0,0.016,0.027,0.027,0.007,0,0.174,0,0,0.005,0.006,176.471,258,30.8824,23.5626,613,613,0,0.033
TOUCH,5,10500,10500,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,15289,0.0138676,85559000,1681,742,0.000673016,1260,0,0.03,0,0.005,0.053,0.042,0.033,0,0.245,0,0,0.032,0.011,96.8553,6264,58.1132,529.685,6,6,0,0.064
cTOUCH,5,10500,10500,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,11422,0.0103601,978739,1950,742,0.000673016,8474,1807,0.033,0,0.019,0.042,0.034,0.074,0,0.369,0,0,0.069,0.014,87.0253,5506,33.9209,339.829,633,633,0,0.056
dTOUCH,5,10500,10500,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,10367,0.00940317,13260528,2215,742,0.000673016,8629,1260,0.029,0,0.005,0.046,0.043,0.063,0,0.317,0,0,0.061,0.003,92.8814,1026,7.62373,63.1651,22,22,50,0.049
reTOUCH,5,10500,10500,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,13309,0.0120717,602142,1663,742,0.000673016,8829,3133,0.032,0,0.011,0.048,0.044,0.008,0,0.225,0,0,0.006,0.012,96.2264,748,56.8428,116.146,637,637,0,0.06
rereTOUCH,5,10500,10500,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,10505,0.00952834,659171,1912,742,0.000673016,8829,5784,0.028,0,0.015,0.032,0.031,0.008,0,0.19,0.002,0,0.007,0.01,174.214,342,40.1698,26.4307,637,637,0,0.042
TOUCH,5,11000,11000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,17552,0.0145058,90183900,2004,909,0.00075124,1346,0,0.031,0,0.005,0.059,0.048,0.032,0,0.256,0,0,0.03,0.011,97.0238,5321,57.4643,499.617,6,6,0,0.07
cTOUCH,5,11000,11000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,14311,0.0118273,1001276,2296,909,0.00075124,9098,1913,0.031,0,0.02,0.047,0.041,0.076,0,0.378,0,0,0.07,0.014,90.6627,5558,33.0994,335.233,665,665,0,0.061
dTOUCH,5,11000,11000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,12163,0.0100521,16772920,2631,909,0.00075124,8873,1346,0.03,0,0.006,0.052,0.046,0.061,0,0.328,0,0,0.059,0.005,95.4839,1173,8.27419,72.6553,15,15,50,0.057
reTOUCH,5,11000,11000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,15083,0.0124653,749382,2006,909,0.00075124,9123,2970,0.034,0,0.012,0.056,0.045,0.008,0,0.25,0.002,0.001,0.006,0.012,98.2143,670,58.9702,114.855,673,673,0,0.068
rereTOUCH,5,11000,11000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,12460,0.0102975,898974,2378,909,0.00075124,9123,5576,0.03,0,0.017,0.035,0.035,0.007,0,0.199,0,0,0.005,0.009,172.619,362,43.4583,19.1921,673,673,0,0.044
TOUCH,5,11500,11500,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,18905,0.0142949,101956000,2259,1004,0.000759168,1260,0,0.031,0,0.006,0.062,0.052,0.036,0,0.272,0,0,0.035,0.01,97.1429,6773,58.5143,554.205,6,6,0,0.072
cTOUCH,5,11500,11500,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,14861,0.0112371,8945640,2347,1004,0.000759168,8139,1758,0.031,0,0.022,0.059,0.05,0.08,0,0.422,0.002,0,0.074,0.017,91.3295,4109,37.8699,332.331,693,693,0,0.076
dTOUCH,5,11500,11500,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,12051,0.00911229,28387002,2564,1004,0.000759168,8590,1260,0.031,0,0.005,0.052,0.046,0.068,0,0.344,0,0.001,0.065,0.005,95.3846,2385,10.2277,133.345,16,16,50,0.057
reTOUCH,5,11500,11500,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,16044,0.0121316,910405,2258,1004,0.000759168,9119,2971,0.038,0,0.015,0.058,0.052,0.008,0,0.27,0,0,0.006,0.014,96,777,62.3429,118.121,701,701,0,0.072
rereTOUCH,5,11500,11500,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,12194,0.00922042,1394990,2331,1004,0.000759168,9119,4618,0.028,0,0.019,0.037,0.035,0.009,0,0.213,0,0,0.007,0.012,171.429,562,52.9314,23.1508,701,701,0,0.049
TOUCH,5,12000,12000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,19323,0.0134188,113661200,2302,1020,0.000708333,1274,0,0.034,0,0.005,0.065,0.054,0.037,0,0.284,0,0,0.036,0.011,97.2527,7750,58.9341,599.174,6,6,0,0.076
cTOUCH,5,12000,12000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,16646,0.0115597,13568135,2339,1020,0.000708333,7311,1706,0.038,0,0.022,0.068,0.057,0.084,0,0.466,0.001,0,0.078,0.019,91.6667,5987,41.6194,428.391,721,721,0,0.087
dTOUCH,5,12000,12000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,13341,0.00926458,34581807,2098,1020,0.000708333,7821,1274,0.038,0,0.006,0.062,0.054,0.071,0,0.386,0,0,0.068,0.008,95.2941,2655,13.4941,149.602,17,17,50,0.07
reTOUCH,5,12000,12000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,16880,0.0117222,1383987,2305,1020,0.000708333,8758,3529,0.034,0,0.014,0.063,0.054,0.009,0,0.281,0,0,0.007,0.019,95.6044,586,64.3571,108.872,729,729,0,0.082
rereTOUCH,5,12000,12000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,14056,0.00976111,1882274,2046,1020,0.000708333,8758,5011,0.034,0,0.02,0.045,0.042,0.009,0,0.246,0.002,0,0.007,0.013,172.527,926,56.2143,69.4182,729,729,0,0.058
TOUCH,5,12500,12500,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,19567,0.0125229,120002300,2340,1026,0.00065664,1316,0,0.035,0,0.007,0.07,0.056,0.038,0,0.301,0.002,0,0.037,0.013,96.2963,7705,59.1746,596.702,8,8,0,0.083
cTOUCH,5,12500,12500,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,17523,0.0112147,6116428,2357,1026,0.00065664,8814,1655,0.035,0,0.025,0.068,0.057,0.089,0,0.477,0,0,0.082,0.019,91.2929,7625,38.3404,418.642,759,759,0,0.087
dTOUCH,5,12500,12500,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,13287,0.00850368,28857570,2259,1026,0.00065664,8796,1316,0.034,0,0.006,0.062,0.051,0.075,0,0.39,0,0,0.072,0.01,93.9655,2038,12.8563,118.967,22,22,50,0.072
reTOUCH,5,12500,12500,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,16188,0.0103603,1397441,2328,1026,0.00065664,9100,3523,0.034,0,0.014,0.062,0.052,0.009,0,0.274,0.002,0,0.007,0.017,97.3545,678,65.4868,112.721,757,757,0,0.079
rereTOUCH,5,12500,12500,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,12934,0.00827776,1885013,2245,1026,0.00065664,9100,5162,0.034,0,0.021,0.043,0.04,0.009,0,0.246,0,0,0.007,0.014,170.899,769,56.8148,48.4664,757,757,0,0.057
TOUCH,5,13000,13000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,20092,0.0118888,130397900,2389,1044,0.000617751,1496,0,0.036,0,0.006,0.069,0.057,0.043,0,0.312,0,0,0.041,0.012,96.4467,8297,58.3959,620.812,8,8,0,0.081
cTOUCH,5,13000,13000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,18379,0.0108751,16851977,2440,1044,0.000617751,8323,1857,0.034,0,0.026,0.071,0.06,0.092,0,0.487,0,0,0.085,0.019,89.8219,7080,40.2545,408.963,787,787,0,0.09
dTOUCH,5,13000,13000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,13427,0.00794497,34787228,2289,1044,0.000617751,8958,1496,0.035,0,0.006,0.055,0.049,0.075,0,0.379,0,0,0.072,0.005,93.6111,2639,13.2639,145.809,24,24,50,0.06
reTOUCH,5,13000,13000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,16846,0.00996805,1414286,2436,1044,0.000617751,9629,3375,0.038,0,0.014,0.063,0.056,0.01,0,0.288,0.001,0.001,0.008,0.016,96.9543,720,65.9695,112.862,789,789,0,0.079
rereTOUCH,5,13000,13000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,14705,0.00870118,2166160,2309,1044,0.000617751,9629,5442,0.036,0.001,0.021,0.046,0.043,0.009,0,0.26,0.002,0,0.007,0.015,173.096,754,55.4772,56.7851,789,789,0,0.061
TOUCH,5,13500,13500,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,24917,0.0136719,140864400,2503,1097,0.00060192,1504,0,0.037,0,0.006,0.078,0.066,0.041,0,0.326,0,0,0.039,0.012,96.5517,8729,59.0936,641.655,8,8,0,0.09
cTOUCH,5,13500,13500,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,22748,0.0124818,17796331,2582,1097,0.00060192,8769,1870,0.038,0,0.027,0.084,0.076,0.098,0,0.539,0,0.001,0.091,0.02,86.9779,7390,40.199,419.547,815,815,0,0.104
dTOUCH,5,13500,13500,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,15192,0.0083358,50774296,2410,1097,0.00060192,8770,1504,0.038,0,0.006,0.062,0.052,0.079,0,0.408,0.004,0.001,0.075,0.008,94.6667,4074,14.5973,211.408,21,21,50,0.07
reTOUCH,5,13500,13500,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,19680,0.0107984,1700757,2509,1097,0.00060192,9731,3362,0.038,0,0.016,0.072,0.066,0.009,0,0.313,0.002,0.001,0.007,0.018,95.0739,683,68.5074,117.054,813,813,0,0.09
rereTOUCH,5,13500,13500,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,17108,0.00938711,1898484,2389,1097,0.00060192,9731,5287,0.04,0,0.022,0.055,0.05,0.01,0,0.284,0,0,0.007,0.014,170.443,645,59.0246,48.7827,813,813,0,0.069
TOUCH,5,14000,14000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,26776,0.0136612,152897100,2876,1235,0.000630102,1492,0,0.036,0,0.006,0.085,0.069,0.045,0,0.347,0,0,0.044,0.016,96.6981,9205,59,663.552,8,8,0,0.101
cTOUCH,5,14000,14000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,25794,0.0131602,16174202,2855,1235,0.000630102,9613,1508,0.039,0,0.025,0.089,0.076,0.099,0,0.549,0,0,0.092,0.021,91.7453,7951,39.809,471.078,849,849,0,0.11
dTOUCH,5,14000,14000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,17207,0.00877908,40514388,2853,1235,0.000630102,9734,1492,0.038,0,0.007,0.069,0.062,0.081,0,0.43,0,0,0.077,0.007,93.4509,2684,11.7632,137.642,27,27,50,0.076
reTOUCH,5,14000,14000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,21072,0.010751,1656617,2900,1235,0.000630102,10808,3594,0.036,0,0.015,0.076,0.07,0.011,0,0.316,0.002,0,0.008,0.017,95.7547,840,64.1415,121.969,849,849,0,0.093
rereTOUCH,5,14000,14000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,18036,0.00920204,1884245,2848,1235,0.000630102,10808,5157,0.039,0,0.023,0.057,0.052,0.01,0,0.288,0,0,0.007,0.014,171.698,362,56.7689,-nan,849,849,0,0.071
TOUCH,5,14500,14500,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,27246,0.0129589,166284700,2969,1283,0.000610226,1437,0,0.039,0,0.007,0.085,0.071,0.045,0,0.353,0.002,0,0.043,0.013,96.8182,9775,59.3773,685.863,8,8,0,0.098
cTOUCH,5,14500,14500,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,25422,0.0120913,12841265,2994,1283,0.000610226,9198,1880,0.039,0.001,0.027,0.093,0.081,0.107,0,0.581,0,0,0.099,0.023,90.1826,8309,40.9178,458.569,877,877,0,0.116
dTOUCH,5,14500,14500,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,17861,0.00849512,50543475,3000,1283,0.000610226,9709,1437,0.04,0,0.007,0.073,0.063,0.086,0,0.452,0.002,0,0.082,0.009,95.8838,3273,12.661,164.642,18,18,50,0.082
reTOUCH,5,14500,14500,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,21532,0.0102411,1744341,2999,1283,0.000610226,11254,3577,0.042,0,0.018,0.078,0.066,0.012,0,0.342,0.002,0,0.009,0.019,95.9091,840,64.4045,125.757,881,881,0,0.097
rereTOUCH,5,14500,14500,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,19043,0.00905731,1965388,2953,1283,0.000610226,11254,5321,0.038,0,0.023,0.058,0.054,0.01,0,0.294,0.002,0.001,0.008,0.015,171.818,375,56.4773,18.6366,881,881,0,0.073
TOUCH,5,15000,15000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,27854,0.0123796,184073300,3077,1332,0.000592,1255,0,0.038,0,0.007,0.088,0.072,0.049,0,0.366,0,0,0.047,0.015,98.2301,10732,60.8186,738.044,5,5,0,0.103
cTOUCH,5,15000,15000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,25928,0.0115236,8446787,3038,1332,0.000592,10714,1822,0.04,0,0.027,0.089,0.075,0.108,0,0.571,0,0,0.099,0.021,91.17,12129,38.5519,589.844,907,907,0,0.11
dTOUCH,5,15000,15000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,19675,0.00874444,44130234,3054,1332,0.000592,10733,1255,0.041,0,0.007,0.075,0.067,0.088,0,0.464,0,0,0.084,0.008,93.9252,2717,10.9136,134.147,27,27,50,0.083
reTOUCH,5,15000,15000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,21065,0.00936222,1760733,2989,1332,0.000592,11770,3517,0.041,0,0.017,0.079,0.065,0.011,0,0.337,0,0,0.008,0.019,96.4602,854,65.1018,132.374,905,905,0,0.098
rereTOUCH,5,15000,15000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,19322,0.00858756,1952999,3076,1332,0.000592,11770,5295,0.039,0.001,0.024,0.058,0.056,0.011,0,0.302,0,0,0.008,0.017,170.796,391,57.2345,18.4951,905,905,0,0.075
