Algorithm, Epsilon, #A, #B, infile A, infile B, LocalJoin Alg, Fanout, Partitions, gridSize, Compared #, Compared %, ComparedMax, Duplicates, Results, Selectivity, filtered A, filtered B,t loading, t init, t build, t probe, t comparing, t partition, t join, t total, t deDuplicating, t analyzing, t sorting, t gridCalculate,EmptyCells(%), MaxObj, AveObj, StdObj, repA, repB
reTOUCH,16,8000,8000,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,412438,0.644434,1738472,1152,7273,0.0113641,5841,1674,0.025,0,0.009,0.911,0.908,0.006,0,1.921,0.002,0,0.005,0.006,167.5,1295,70.7083,196.217,481,481
rereTOUCH,16,8000,8000,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,557217,0.870652,2440557,2039,7273,0.0113641,5841,1743,0.024,0,0.013,1.251,1.247,0.005,0,2.603,0.002,0,0.004,0.005,183.333,882,70.1333,101.528,481,481
TOUCH,16,10000,10000,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,22356544,22.3565,80256400,19883942,10934,0.010934,1037,0,0.036,0,0.005,65.955,56.019,0.03,0,132.055,0.993,0,0.028,0,96.732,6229,58.5817,535.42,6,6
cTOUCH,16,10000,10000,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,1725958,1.72596,3303772,2964,10934,0.010934,7865,1410,0.029,0,0.018,3.75,3.741,0.065,0,7.747,0.003,0,0.06,0.007,90.0662,4756,35.5132,338.564,605,605
dTOUCH,16,10000,10000,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,436015,0.436015,12840979,244571,10934,0.010934,7767,1037,0.032,0,0.005,0.972,0.949,0.056,0,2.157,0.015,0,0.054,0.015,92.3077,794,9.04545,58.1168,23,23
reTOUCH,16,10000,10000,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,621275,0.621275,1732739,1139,10934,0.010934,7995,1970,0.028,0,0.011,1.338,1.332,0.007,0,2.784,0.004,0,0.005,0.006,169.281,1692,65.5882,192.766,613,613
rereTOUCH,16,10000,10000,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,615396,0.615396,1710059,2002,10934,0.010934,7995,4242,0.027,0,0.016,1.331,1.328,0.007,0,2.775,0.002,0,0.006,0.004,181.046,531,50.7386,52.9349,613,613
TOUCH,19,6000,6000,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,32798647,91.1074,28437000,29165792,9925,0.0275694,671,0,0.025,0,0.002,87.327,76.072,0.017,0,174.742,1.494,0,0.016,0,92.3077,4699,58.5604,491.167,8,8
cTOUCH,19,6000,6000,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,669504,1.85973,1062340,2166,9925,0.0275694,4730,896,0.017,0,0.01,1.472,1.467,0.039,0,3.09,0.003,0,0.036,0.004,86.2637,4394,35.022,326.867,365,365
dTOUCH,19,6000,6000,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,633741,1.76039,4155300,408683,9925,0.0275694,4601,671,0.019,0,0.003,1.336,1.308,0.031,0,2.792,0.026,0,0.029,0.014,90.8537,567,12.1951,63.9426,16,16
reTOUCH,19,6000,6000,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,463279,1.28689,1171660,1585,9925,0.0275694,4719,1487,0.017,0,0.006,1.803,1.8,0.005,0,3.682,0.006,0,0.004,0.004,176.923,950,63.6703,166.533,365,365
rereTOUCH,19,6000,6000,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,575617,1.59894,1270460,2120,9925,0.0275694,4719,2378,0.037,0,0.029,2.47,2.464,0.01,0,5.122,0.001,0,0.007,0.012,184.615,539,53.8791,63.3654,365,365
TOUCH,19,8000,8000,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,39776322,62.1505,56471100,35112731,11942,0.0186594,868,0,0.022,0,0.003,110.77,94.874,0.022,0,221.639,1.872,0,0.021,0,97.5,7029,59.4333,638.951,4,4
cTOUCH,19,8000,8000,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,929094,1.45171,1456231,2403,11942,0.0186594,6712,1469,0.029,0,0.013,2.072,2.065,0.057,0,4.358,0.003,0.001,0.053,0.004,86.722,2308,32.444,220.507,483,483
dTOUCH,19,8000,8000,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,722904,1.12954,9457252,460083,11942,0.0186594,6116,868,0.023,0,0.004,3.444,3.41,0.045,0,7.053,0.029,0,0.043,0.019,95.1327,1088,9.12389,78.3091,12,12
reTOUCH,19,8000,8000,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,569641,0.890064,2172579,1990,11942,0.0186594,5731,1524,0.026,0,0.009,1.239,1.234,0.005,0,2.574,0.004,0,0.004,0.005,170.833,1467,72.875,210.114,481,481
rereTOUCH,19,8000,8000,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,671439,1.04912,2976001,3337,11942,0.0186594,5731,1592,0.021,0,0.013,1.456,1.454,0.005,0,3.006,0.006,0,0.003,0.004,182.5,1104,72.3083,120.964,481,481
TOUCH,19,10000,10000,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,54079881,54.0799,80794600,47770573,17577,0.017577,1008,0,0.026,0,0.005,789.149,773.062,0.028,0,1578.42,2.514,0,0.027,0,96.732,6310,58.7712,540.683,6,6
cTOUCH,19,10000,10000,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,1886839,1.88684,3529964,5473,17577,0.017577,7774,1326,0.029,0,0.018,4.176,4.168,0.075,0,8.619,0.006,0,0.07,0.007,91.0596,4808,36.0927,343.733,605,605
dTOUCH,19,10000,10000,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,862729,0.862729,16652408,515788,17577,0.017577,7412,1008,0.027,0,0.005,1.845,1.805,0.061,0,3.901,0.032,0,0.058,0.024,94.0559,1297,10.2657,83.9126,18,18
reTOUCH,19,10000,10000,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,866698,0.866698,2231134,1999,17577,0.017577,7874,1799,0.031,0,0.011,1.928,1.926,0.008,0,3.975,0.004,0,0.006,0.006,173.856,1812,67.4967,215.081,613,613
rereTOUCH,19,10000,10000,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,891002,0.891002,2113430,3919,17577,0.017577,7874,3899,0.024,0,0.016,2.069,2.065,0.008,0,4.252,0.004,0,0.007,0.006,184.314,614,53.7712,61.7703,613,613
TOUCH,22,6000,6000,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,72361381,201.004,28557200,64603512,15257,0.0423806,651,0,0.015,0,0.003,180.644,158.877,0.018,0,361.361,3.522,0,0.017,0,92.3077,4719,58.7802,493.224,8,8
cTOUCH,22,6000,6000,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,728500,2.02361,1119013,3427,15257,0.0423806,4697,813,0.019,0,0.01,1.563,1.56,0.041,0,3.286,0.005,0,0.038,0.004,85.7143,4477,35.6593,332.965,365,365
dTOUCH,22,6000,6000,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,1173298,3.25916,4577957,805032,15257,0.0423806,4506,651,0.017,0,0.003,2.45,2.403,0.034,0,5.026,0.047,0,0.033,0.022,90.8537,746,12.7683,73.6403,16,16
reTOUCH,22,6000,6000,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,527840,1.46622,1257320,2627,15257,0.0423806,4692,1361,0.02,0,0.007,1.125,1.117,0.003,0,2.322,0.004,0,0.002,0.003,176.923,1006,65.3516,174.063,365,365
rereTOUCH,22,6000,6000,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,617225,1.71451,1292043,3747,15257,0.0423806,4692,2209,0.019,0,0.008,1.441,1.438,0.004,0,2.959,0.006,0.001,0.003,0.002,182.418,630,56.033,72.98,365,365
TOUCH,22,8000,8000,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,88023782,137.537,56778000,78062025,18533,0.0289578,836,0,0.025,0,0.004,231.481,201.414,0.027,0,463.075,4.264,0,0.026,0,97.5,7076,59.7,643.212,4,4
cTOUCH,22,8000,8000,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,1010103,1.57829,1565152,3866,18533,0.0289578,6647,1342,0.042,0,0.013,2.164,2.158,0.051,0,4.695,0.006,0,0.047,0.005,86.3071,2340,33.2407,224.289,483,483
dTOUCH,22,8000,8000,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,1373390,2.14592,11790804,928638,18533,0.0289578,5952,836,0.019,0,0.004,2.807,2.752,0.043,0,5.768,0.055,0,0.041,0.027,94.6903,1452,9.88938,98.2287,13,13
reTOUCH,22,8000,8000,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,629823,0.984098,2539548,3458,18533,0.0289578,5605,1426,0.022,0,0.008,1.344,1.343,0.005,0,2.778,0.005,0,0.004,0.005,173.333,1669,74.7417,228.46,481,481
rereTOUCH,22,8000,8000,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,749088,1.17045,4043608,5569,18533,0.0289578,5605,1444,0.025,0,0.013,1.595,1.592,0.005,0,3.292,0.006,0,0.004,0.005,182.5,1295,74.5917,133.947,481,481
TOUCH,22,10000,10000,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,116854886,116.855,81260400,103675068,26963,0.026963,973,0,0.028,0,0.005,280.409,250.93,0.029,0,561.062,5.664,0,0.028,0,96.732,6393,59,545.61,6,6
cTOUCH,22,10000,10000,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,2082540,2.08254,3951376,9148,26963,0.026963,7675,1260,0.056,0,0.018,4.561,4.55,0.076,0,9.605,0.01,0,0.062,0.006,90.3974,4887,36.6391,349.433,605,605
dTOUCH,22,10000,10000,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,1534996,1.535,13288678,986325,26963,0.026963,7391,973,0.03,0,0.005,3.133,3.077,0.057,0,6.478,0.063,0,0.053,0.024,92.6573,781,10.3287,69.1683,22,22
reTOUCH,22,10000,10000,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,976324,0.976324,2628788,3197,26963,0.026963,7731,1645,0.027,0,0.011,2.129,2.125,0.024,0,4.406,0.007,0,0.006,0.007,176.471,1776,69.4379,226.566,613,613
rereTOUCH,22,10000,10000,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,1088855,1.08885,2700142,6654,26963,0.026963,7731,2773,0.029,0,0.016,2.393,2.386,0.007,0,4.932,0.005,0,0.005,0.005,185.621,744,62.0654,70.4674,613,613
TOUCH,25,6000,6000,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,144129925,400.361,28705200,130045887,22257,0.061825,631,0,0.022,0,0.003,353.315,320.472,0.018,0,708.143,7.737,0,0.017,0,92.3077,4741,59,495.443,8,8
cTOUCH,25,6000,6000,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,811617,2.25449,1200503,5420,22257,0.061825,4657,751,0.827,0,0.01,1.881,1.874,0.243,0,6.658,0.008,0.001,0.047,0.004,85.7143,4576,36.2198,340.49,365,365
dTOUCH,25,6000,6000,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,2023391,5.62053,4007708,1478697,22257,0.061825,4482,631,0.021,0,0.003,4.195,4.126,0.031,0,8.655,0.081,0.001,0.03,0.026,90.2439,455,12.7988,60.5083,17,17
reTOUCH,25,6000,6000,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,566426,1.57341,1347123,4705,22257,0.061825,4652,1249,0.02,0,0.006,1.375,1.374,0.004,0,2.83,0.006,0,0.003,0.004,178.022,1103,67.022,181.721,365,365
rereTOUCH,25,6000,6000,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,667517,1.85421,1658289,6554,22257,0.061825,4652,1771,0.025,0,0.01,1.547,1.546,0.004,0,3.187,0.006,0,0.003,0.003,184.615,715,61.2857,86.8824,365,365
TOUCH,25,8000,8000,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,176358389,275.56,56960000,158060668,27278,0.0426219,808,0,0.024,0,0.004,639.175,587.269,0.024,0,1278.68,9.724,0,0.024,0,97.5,7100,59.9333,645.391,4,4
cTOUCH,25,8000,8000,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,1079383,1.68654,1678728,6752,27278,0.0426219,6584,1260,0.043,0,0.014,2.494,2.483,0.067,0,5.461,0.008,0,0.052,0.006,85.8921,2424,33.8423,228.129,483,483
dTOUCH,25,8000,8000,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,2419581,3.7806,12566008,1736432,27278,0.0426219,5827,808,0.024,0,0.004,5.029,4.934,0.044,0,10.226,0.114,0,0.043,0.036,94.6903,1548,10.4823,104.751,13,13
reTOUCH,25,8000,8000,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,667223,1.04254,2789590,5977,27278,0.0426219,5496,1326,0.024,0,0.009,1.517,1.514,0.059,0,3.498,0.008,0,0.005,0.006,177.5,1861,76.4833,247.039,481,481
rereTOUCH,25,8000,8000,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,802388,1.25373,4648359,10304,27278,0.0426219,5496,1392,0.026,0,0.014,1.841,1.839,0.005,0,3.792,0.008,0,0.004,0.005,183.333,1457,75.9333,146.566,481,481
TOUCH,25,10000,10000,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,231466757,231.467,81665900,207104732,39526,0.039526,940,0,0.032,0,0.004,584.263,531.228,0.032,0,1169.09,12.153,0,0.03,0,96.732,6455,59.2157,549.488,6,6
cTOUCH,25,10000,10000,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,2264644,2.26464,4121214,15426,39526,0.039526,7589,1175,0.056,0,0.017,4.919,4.904,0.078,0,10.533,0.014,0,0.064,0.008,90.3974,4941,37.2053,355.168,605,605
dTOUCH,25,10000,10000,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,2620838,2.62084,15557467,1802941,39526,0.039526,7398,940,0.026,0,0.005,5.341,5.25,0.056,0,15.644,0.12,0,0.054,0.029,93.0556,1075,10.2049,73.5151,21,21
reTOUCH,25,10000,10000,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,1104690,1.10469,2966733,5089,39526,0.039526,7633,1497,0.035,0,0.011,2.426,2.423,0.32,0,5.613,0.011,0,0.006,0.006,177.124,1720,71.0458,238.171,613,613
rereTOUCH,25,10000,10000,../../data/RawData-segment-object-1M-Axons.bin,../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,1244789,1.24479,2339816,11460,39526,0.039526,7633,2497,0.028,0,0.016,2.684,2.682,0.007,0,5.492,0.01,0,0.005,0.005,185.621,894,64.5098,81.6656,613,613
