Algorithm, Epsilon, #A, #B, infile A, infile B, LocalJoin Alg, Fanout, Leaf size, gridSize, Compared #, Compared %, ComparedMax, Duplicates, Results, Selectivity, filtered A, filtered B,t loading, t init, t build, t probe, t comparing, t partition, t total, t deDuplicating, t analyzing, t sorting, t gridCalculate, t sizeCalculate,EmptyCells(%), MaxObj, AveObj, StdObj, repA, repB, max level, gridP robe, tree height A, tree height B,l0 assigned, l1 assigned, l2 assigned, l3 assigned, l4 assigned, l5 assigned, l6 assigned, l7 assigned, l8 assigned, l9 assigned,l0 assigned B, l1 assigned B, l2 assigned B, l3 assigned B, l4 assigned B, l5 assigned B, l6 assigned B, l7 assigned B, l8 assigned B, l9 assigned B,l0 avg, l1 avg, l2 avg, l3 avg, l4 avg, l5 avg, l6 avg, l7 avg, l8 avg, l9 avg,l0 avg B, l1 avg B, l2 avg B, l3 avg B, l4 avg B, l5 avg B, l6 avg B, l7 avg B, l8 avg B, l9 avg B,l0 std, l1 std, l2 std, l3 std, l4 std, l5 std, l6 std, l7 std, l8 std, l9 std, l0 std B, l1 std B, l2 std B, l3 std B, l4 std B, l5 std B, l6 std B, l7 std B, l8 std B, l9 std B
dTOUCH,1,4000,4000,../../../data/samplesDendrites/4000/sample8.bin,../../../data/samplesAxons/4000/sample2.bin,SGrid,3,100,100,143,0.00089375,1596555,1,2,1.25e-05,800,2516,0.006,0,0.005,0.004,0.002,0.017,0.031,0,0,0.016,0.003,0,18.4211,1849,115.553,311.748,105,105,1,0.007,5,4,4000,0,0,0,0,0,0,0,0,0,1123,135,93,1849,0,0,0,0,0,0,16.1234,0,0,0,0,0,0,0,0,0,44.8853,0,57.0542,20.548,31.4305,0,0,0,0,0,20.6566,0,0,0,0,0,0,0,0,0,87.6998,0,71.541,17.6062,40.932,0,0,0,0,0,
reTOUCH,1,4000,4000,../../../data/samplesDendrites/4000/sample8.bin,../../../data/samplesAxons/4000/sample2.bin,SGrid,3,100,100,241,0.00150625,2220198,6,2,1.25e-05,267,2516,0.007,0,0.001,0.004,0.002,0.01,0.025,0,0,0.01,0.002,0,45.9677,2033,42.0726,240.983,249,249,1,0.006,5,0,0,0,181,2033,1519,0,0,0,0,0,38,0,334,223,889,0,0,0,0,0,0,0,16.6141,14.4323,16.7664,0,0,0,0,0,10.6736,0,56.1916,22.7341,45.4863,0,0,0,0,0,0,0,11.9428,16.9702,23.9656,0,0,0,0,0,9.54939,0,85.4222,27.6596,90.4518,0,0,0,0,0,
rereTOUCH,1,4000,4000,../../../data/samplesDendrites/4000/sample8.bin,../../../data/samplesAxons/4000/sample2.bin,SGrid,3,100,100,281,0.00175625,0,1,2,1.25e-05,267,2548,0.012,0,0.001,0.005,0.002,0.011,0.033,0,0,0.011,0.002,0,47.5806,2033,41.8145,242.467,249,249,1,0.007,5,0,0,0,181,2033,1519,0,0,0,0,0,0,0,436,100,916,0,0,0,0,0,0,0,16.6141,14.4323,16.7664,0,0,0,0,0,0,0,46.675,26.3064,45.1303,0,0,0,0,0,0,0,11.9428,16.9702,23.9656,0,0,0,0,0,0,0,73.114,39.6864,90.5932,0,0,0,0,0,
SGrid,1,4000,4000,../../../data/samplesDendrites/4000/sample8.bin,../../../data/samplesAxons/4000/sample3.bin,NL,0,0,1000000,0,0,0,0,0,0,0,0,0.01,0,0.004,0.001,0,0,0.015,0,0,0,0,0,0,0,0,0,1,1,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
TOUCH,1,4000,4000,../../../data/samplesDendrites/4000/sample8.bin,../../../data/samplesAxons/4000/sample3.bin,SGrid,3,100,100,0,0,3043900,0,0,0,0,2970,0.008,0,0,0.003,0.001,0.011,0.023,0.001,0,0.01,0.001,0,45.9677,671,40.5645,75.2658,44,44,1,0.004,5,0,4000,0,0,0,0,0,0,0,0,0,206,0,41,112,671,0,0,0,0,0,16.1234,0,0,0,0,0,0,0,0,0,94.7621,0,23.0171,24.3913,89.8514,0,0,0,0,0,20.6566,0,0,0,0,0,0,0,0,0,159.095,0,15.6718,52.9234,141.941,0,0,0,0,0,
PBSM,1,4000,4000,../../../data/samplesDendrites/4000/sample8.bin,../../../data/samplesAxons/4000/sample3.bin,NL,0,0,1000000,11,6.875e-05,0,0,0,0,0,0,0.007,0,0.003,0.022,0,0,0.032,0,0,0,0,0,0,0,0,0,1,1,0,0.022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
cTOUCH,1,4000,4000,../../../data/samplesDendrites/4000/sample8.bin,../../../data/samplesAxons/4000/sample3.bin,SGrid,3,100,100,0,0,54069,0,0,0,1978,3044,0.008,0,0.001,0.001,0.001,0.02,0.032,0,0,0.019,0.002,0,47.5,1571,12.4083,117.28,241,241,1,0.003,5,0,1,0,0,450,1571,0,0,0,0,0,0,33,41,69,813,0,0,0,0,0,6.13586,0,0,18.004,13.6037,0,0,0,0,0,0,44.33,89.3542,78.7395,56.4328,0,0,0,0,0,0,0,0,39.3998,15.5307,0,0,0,0,0,0,78.1199,132.497,84.5481,102.379,0,0,0,0,0,
dTOUCH,1,4000,4000,../../../data/samplesDendrites/4000/sample8.bin,../../../data/samplesAxons/4000/sample3.bin,SGrid,3,100,100,20,0.000125,64500,0,0,0,2640,2970,0.011,0,0.002,0.003,0.001,0.014,0.032,0,0,0.014,0.002,0,16.6667,1359,87.125,268.923,97,97,1,0.005,5,3,4000,0,0,0,0,0,0,0,0,0,1360,0,0,0,0,0,0,0,0,0,16.1234,0,0,0,0,0,0,0,0,0,79.5529,0,22.9203,23.3212,92.6714,0,0,0,0,0,20.6566,0,0,0,0,0,0,0,0,0,135.966,0,8.51609,45.3186,111.813,0,0,0,0,0,
reTOUCH,1,4000,4000,../../../data/samplesDendrites/4000/sample8.bin,../../../data/samplesAxons/4000/sample3.bin,SGrid,3,100,100,0,0,1253028,0,0,0,269,2970,0.007,0,0.001,0.002,0,0.011,0.024,0,0,0.01,0.002,0,45.9677,2034,38.3952,234.034,249,249,1,0.004,5,0,0,0,179,2034,1518,0,0,0,0,0,206,0,41,112,671,0,0,0,0,0,0,0,16.5896,14.4263,16.7563,0,0,0,0,0,94.7621,0,23.0171,24.3913,89.8514,0,0,0,0,0,0,0,11.9477,16.9682,23.9702,0,0,0,0,0,159.095,0,15.6718,52.9234,141.941,0,0,0,0,0,
rereTOUCH,1,4000,4000,../../../data/samplesDendrites/4000/sample8.bin,../../../data/samplesAxons/4000/sample3.bin,SGrid,3,100,100,0,0,0,0,0,0,269,3193,0.006,0,0.001,0.001,0.001,0.013,0.023,0,0,0.013,0.002,0,48.3871,2034,36.5968,234.134,249,249,1,0.003,5,0,0,0,179,2034,1518,0,0,0,0,0,0,0,0,112,695,0,0,0,0,0,0,0,16.5896,14.4263,16.7563,0,0,0,0,0,0,0,0,24.3913,87.612,0,0,0,0,0,0,0,11.9477,16.9682,23.9702,0,0,0,0,0,0,0,0,52.9234,140.014,0,0,0,0,0,
SGrid,1,4000,4000,../../../data/samplesDendrites/4000/sample8.bin,../../../data/samplesAxons/4000/sample4.bin,NL,0,0,1000000,444,0.002775,0,1,15,9.375e-05,0,0,0.006,0,0.001,0.003,0,0,0.01,0,0,0,0,0,0,0,0,0,1,1,0,0.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
TOUCH,1,4000,4000,../../../data/samplesDendrites/4000/sample8.bin,../../../data/samplesAxons/4000/sample4.bin,SGrid,3,100,100,358,0.0022375,2178100,10,15,9.375e-05,0,2774,0.011,0,0.001,0.004,0.003,0.014,0.032,0,0,0.014,0.001,0,45.1613,634,42.1452,75.1984,44,44,1,0.005,5,0,4000,0,0,0,0,0,0,0,0,0,123,0,634,216,253,0,0,0,0,0,16.1234,0,0,0,0,0,0,0,0,0,59.9317,0,67.9917,93.2702,19.5754,0,0,0,0,0,20.6566,0,0,0,0,0,0,0,0,0,69.8426,0,105.118,145.024,33.2955,0,0,0,0,0,
PBSM,1,4000,4000,../../../data/samplesDendrites/4000/sample8.bin,../../../data/samplesAxons/4000/sample4.bin,NL,0,0,1000000,1072,0.0067,0,25,15,9.375e-05,0,0,0.012,0,0.005,0.026,0,0,0.044,0,0,0,0,0,0,0,0,0,1,1,0,0.026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
cTOUCH,1,4000,4000,../../../data/samplesDendrites/4000/sample8.bin,../../../data/samplesAxons/4000/sample4.bin,SGrid,3,100,100,342,0.0021375,19834,6,15,9.375e-05,3163,3434,0.007,0,0.001,0.001,0.001,0.028,0.039,0,0,0.027,0.002,0,46.6667,226,5.84583,28.0237,241,241,1,0.003,5,0,86,15,233,303,200,0,0,0,0,0,78,0,191,147,150,0,0,0,0,0,14.2266,12.151,15.603,14.6903,14.8618,0,0,0,0,0,54.428,0,26.1855,67.5895,100.272,0,0,0,0,0,9.80092,7.11025,25.8706,17.5614,13.2622,0,0,0,0,0,118.386,0,35.95,97.6606,160.987,0,0,0,0,0,
dTOUCH,1,4000,4000,../../../data/samplesDendrites/4000/sample8.bin,../../../data/samplesAxons/4000/sample4.bin,SGrid,3,100,100,658,0.0041125,848548,8,15,9.375e-05,2699,2774,0.009,0,0.004,0.005,0.004,0.016,0.033,0,0,0.016,0.002,0,15.3846,1066,80.8462,203.364,99,99,1,0.007,5,3,4000,0,0,0,0,0,0,0,0,0,235,0,1066,0,0,0,0,0,0,0,16.1234,0,0,0,0,0,0,0,0,0,62.2552,0,63.857,64.0957,28.0231,0,0,0,0,0,20.6566,0,0,0,0,0,0,0,0,0,113.282,0,90.2078,69.3722,60.2377,0,0,0,0,0,
reTOUCH,1,4000,4000,../../../data/samplesDendrites/4000/sample8.bin,../../../data/samplesAxons/4000/sample4.bin,SGrid,3,100,100,766,0.0047875,1023498,19,15,9.375e-05,248,2774,0.006,0,0.001,0.005,0.003,0.014,0.028,0,0,0.014,0.002,0,45.1613,2033,40.1452,233.972,249,249,1,0.007,5,0,15,0,186,2033,1518,0,0,0,0,0,123,0,634,216,253,0,0,0,0,0,10.5501,0,16.4884,14.4323,16.7563,0,0,0,0,0,59.9317,0,67.9917,93.2702,19.5754,0,0,0,0,0,3.91201,0,11.7676,16.9702,23.9702,0,0,0,0,0,69.8426,0,105.118,145.024,33.2955,0,0,0,0,0,
rereTOUCH,1,4000,4000,../../../data/samplesDendrites/4000/sample8.bin,../../../data/samplesAxons/4000/sample4.bin,SGrid,3,100,100,427,0.00266875,0,3,15,9.375e-05,248,2894,0.009,0,0.001,0.003,0.001,0.013,0.029,0,0,0.013,0.002,0,47.5806,2033,39.1774,238.808,249,249,1,0.005,5,0,15,0,186,2033,1518,0,0,0,0,0,0,0,857,2,247,0,0,0,0,0,10.5501,0,16.4884,14.4323,16.7563,0,0,0,0,0,0,0,75.2219,151.39,16.8898,0,0,0,0,0,3.91201,0,11.7676,16.9702,23.9702,0,0,0,0,0,0,0,116.918,78.7728,26.1189,0,0,0,0,0,
SGrid,1,4000,4000,../../../data/samplesDendrites/4000/sample8.bin,../../../data/samplesAxons/4000/sample5.bin,NL,0,0,1000000,68,0.000425,0,4,4,2.5e-05,0,0,0.005,0,0.002,0.002,0,0,0.01,0,0,0,0,0,0,0,0,0,1,1,0,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
TOUCH,1,4000,4000,../../../data/samplesDendrites/4000/sample8.bin,../../../data/samplesAxons/4000/sample5.bin,SGrid,3,100,100,66,0.0004125,2676700,4,4,2.5e-05,0,2344,0.01,0,0.001,0.003,0.001,0.01,0.025,0,0,0.01,0.002,0,45.1613,909,45.6129,98.7491,44,44,1,0.005,5,0,4000,0,0,0,0,0,0,0,0,0,288,0,911,0,457,0,0,0,0,0,16.1234,0,0,0,0,0,0,0,0,0,50.2387,0,37.0652,0,64.4373,0,0,0,0,0,20.6566,0,0,0,0,0,0,0,0,0,127.162,0,59.6273,0,128.254,0,0,0,0,0,
PBSM,1,4000,4000,../../../data/samplesDendrites/4000/sample8.bin,../../../data/samplesAxons/4000/sample5.bin,NL,0,0,1000000,161,0.00100625,0,1,4,2.5e-05,0,0,0.008,0,0.003,0.022,0,0,0.034,0,0,0,0,0,0,0,0,0,1,1,0,0.022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
cTOUCH,1,4000,4000,../../../data/samplesDendrites/4000/sample8.bin,../../../data/samplesAxons/4000/sample5.bin,SGrid,3,100,100,32,0.0002,154665,1,4,2.5e-05,2737,2826,0.005,0,0.001,0,0,0.025,0.034,0,0,0.024,0.002,0,46.25,883,10.1542,75.8317,241,241,1,0.002,5,0,13,8,132,883,227,0,0,0,0,0,68,80,0,656,370,0,0,0,0,0,71.2634,21.4087,16.5901,13.3968,14.854,0,0,0,0,0,16.3996,15.6373,0,31.2582,73.8902,0,0,0,0,0,57.4996,5.03268,13.6768,16.4216,9.63825,0,0,0,0,0,21.7616,23.0147,0,51.8349,135.955,0,0,0,0,0,
dTOUCH,1,4000,4000,../../../data/samplesDendrites/4000/sample8.bin,../../../data/samplesAxons/4000/sample5.bin,SGrid,3,100,100,149,0.00093125,261460,2,4,2.5e-05,3179,2344,0.005,0,0.002,0.001,0,0.017,0.029,0,0,0.016,0.003,0,20.5882,634,52.6176,110.49,101,101,1,0.004,5,4,4000,0,0,0,0,0,0,0,0,0,686,40,0,95,0,0,0,0,0,0,16.1234,0,0,0,0,0,0,0,0,0,46.898,0,42.7215,0,70.5324,0,0,0,0,0,20.6566,0,0,0,0,0,0,0,0,0,96.022,0,68.1771,0,104.174,0,0,0,0,0,
reTOUCH,1,4000,4000,../../../data/samplesDendrites/4000/sample8.bin,../../../data/samplesAxons/4000/sample5.bin,SGrid,3,100,100,308,0.001925,866722,0,4,2.5e-05,218,2344,0.005,0,0.001,0.003,0.001,0.014,0.026,0,0,0.013,0.003,0,45.1613,2033,43.8548,242.825,249,249,1,0.006,5,0,31,0,196,2033,1522,0,0,0,0,0,288,0,911,0,457,0,0,0,0,0,52.9271,0,16.1879,14.4323,16.7542,0,0,0,0,0,50.2387,0,37.0652,0,64.4373,0,0,0,0,0,43.4345,0,11.5772,16.9702,23.9439,0,0,0,0,0,127.162,0,59.6273,0,128.254,0,0,0,0,0,
rereTOUCH,1,4000,4000,../../../data/samplesDendrites/4000/sample8.bin,../../../data/samplesAxons/4000/sample5.bin,SGrid,3,100,100,60,0.000375,0,1,4,2.5e-05,218,2526,0.008,0,0.002,0.001,0,0.012,0.026,0,0,0.012,0.002,0,47.5806,2033,42.3871,244.012,249,249,1,0.003,5,0,31,0,196,2033,1522,0,0,0,0,0,68,0,958,0,448,0,0,0,0,0,52.9271,0,16.1879,14.4323,16.7542,0,0,0,0,0,12.4663,0,39.5316,0,58.551,0,0,0,0,0,43.4345,0,11.5772,16.9702,23.9439,0,0,0,0,0,17.0066,0,85.7836,0,93.0049,0,0,0,0,0,
SGrid,1,4000,4000,../../../data/samplesDendrites/4000/sample8.bin,../../../data/samplesAxons/4000/sample6.bin,NL,0,0,1000000,56,0.00035,0,0,0,0,0,0,0.005,0,0.001,0.001,0,0,0.007,0,0,0,0,0,0,0,0,0,1,1,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
TOUCH,1,4000,4000,../../../data/samplesDendrites/4000/sample8.bin,../../../data/samplesAxons/4000/sample6.bin,SGrid,3,100,100,16,0.0001,1648100,0,0,0,0,3282,0.006,0,0,0.003,0.003,0.014,0.024,0,0,0.013,0,0,45.9677,281,38.0484,55.6575,44,44,1,0.003,5,0,4000,0,0,0,0,0,0,0,0,0,237,0,22,178,281,0,0,0,0,0,16.1234,0,0,0,0,0,0,0,0,0,62.912,0,44.3167,23.4108,95.3689,0,0,0,0,0,20.6566,0,0,0,0,0,0,0,0,0,153.727,0,77.0252,23.2644,148.069,0,0,0,0,0,
PBSM,1,4000,4000,../../../data/samplesDendrites/4000/sample8.bin,../../../data/samplesAxons/4000/sample6.bin,NL,0,0,1000000,50,0.0003125,0,0,0,0,0,0,0.008,0,0.005,0.026,0,0,0.04,0,0,0,0,0,0,0,0,0,1,1,0,0.026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
cTOUCH,1,4000,4000,../../../data/samplesDendrites/4000/sample8.bin,../../../data/samplesAxons/4000/sample6.bin,SGrid,3,100,100,32,0.0002,198870,0,0,0,2120,3726,0.006,0,0.001,0.002,0,0.025,0.036,0,0,0.024,0.001,0,47.5,1678,8.975,108.878,241,241,1,0.003,5,0,4,0,60,138,1678,0,0,0,0,0,47,0,0,162,65,0,0,0,0,0,12.8479,0,30.1501,17.5294,14.331,0,0,0,0,0,42.3408,0,0,84.2797,39.6336,0,0,0,0,0,10.8005,0,21.1811,13.9459,17.0457,0,0,0,0,0,62.2853,0,0,115.145,51.0285,0,0,0,0,0,
dTOUCH,1,4000,4000,../../../data/samplesDendrites/4000/sample8.bin,../../../data/samplesAxons/4000/sample6.bin,SGrid,3,100,100,267,0.00166875,375138,0,0,0,1302,3282,0.006,0,0.004,0.004,0.001,0.014,0.028,0,0,0.013,0.003,0,18.75,1173,194.75,335.289,91,91,1,0.007,5,3,4000,0,0,0,0,0,0,0,0,0,1457,922,319,0,0,0,0,0,0,0,16.1234,0,0,0,0,0,0,0,0,0,69.7492,0,20.8938,20.1944,91.651,0,0,0,0,0,20.6566,0,0,0,0,0,0,0,0,0,126.326,0,13.9953,16.8963,87.2326,0,0,0,0,0,
reTOUCH,1,4000,4000,../../../data/samplesDendrites/4000/sample8.bin,../../../data/samplesAxons/4000/sample6.bin,SGrid,3,100,100,0,0,812671,0,0,0,197,3282,0.008,0,0.001,0.002,0.001,0.01,0.024,0,0,0.01,0.002,0,45.9677,2033,36.4597,228.39,249,249,1,0.004,5,0,73,0,179,2033,1518,0,0,0,0,0,237,0,22,178,281,0,0,0,0,0,41.348,0,16.5896,14.4323,16.7563,0,0,0,0,0,62.912,0,44.3167,23.4108,95.3689,0,0,0,0,0,37.2196,0,11.9477,16.9702,23.9702,0,0,0,0,0,153.727,0,77.0252,23.2644,148.069,0,0,0,0,0,
rereTOUCH,1,4000,4000,../../../data/samplesDendrites/4000/sample8.bin,../../../data/samplesAxons/4000/sample6.bin,SGrid,3,100,100,87,0.00054375,0,0,0,0,197,3522,0.007,0,0.001,0.002,0.001,0.014,0.025,0,0,0.013,0.001,0,47.5806,2033,34.5242,227.81,249,249,1,0.003,5,0,73,0,179,2033,1518,0,0,0,0,0,0,0,15,175,288,0,0,0,0,0,41.348,0,16.5896,14.4323,16.7563,0,0,0,0,0,0,0,12.2326,23.5792,95.064,0,0,0,0,0,37.2196,0,11.9477,16.9702,23.9702,0,0,0,0,0,0,0,6.53525,23.4231,146.913,0,0,0,0,0,
SGrid,1,4000,4000,../../../data/samplesDendrites/4000/sample8.bin,../../../data/samplesAxons/4000/sample7.bin,NL,0,0,1000000,127,0.00079375,0,0,1,6.25e-06,0,0,0.005,0,0.001,0.001,0,0,0.007,0,0,0,0,0,0,0,0,0,1,1,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
TOUCH,1,4000,4000,../../../data/samplesDendrites/4000/sample8.bin,../../../data/samplesAxons/4000/sample7.bin,SGrid,3,100,100,48,0.0003,3041100,0,1,6.25e-06,0,2539,0.007,0,0,0.004,0.003,0.014,0.025,0,0,0.013,0.001,0,45.1613,697,44.0403,85.1681,44,44,1,0.005,5,0,4000,0,0,0,0,0,0,0,0,0,86,0,697,236,442,0,0,0,0,0,16.1234,0,0,0,0,0,0,0,0,0,17.3174,0,51.1454,48.2158,36.2865,0,0,0,0,0,20.6566,0,0,0,0,0,0,0,0,0,12.1466,0,84.8106,99.482,63.6544,0,0,0,0,0,
PBSM,1,4000,4000,../../../data/samplesDendrites/4000/sample8.bin,../../../data/samplesAxons/4000/sample7.bin,NL,0,0,1000000,144,0.0009,0,0,1,6.25e-06,0,0,0.008,0,0.004,0.023,0,0,0.035,0,0,0,0,0,0,0,0,0,1,1,0,0.023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
cTOUCH,1,4000,4000,../../../data/samplesDendrites/4000/sample8.bin,../../../data/samplesAxons/4000/sample7.bin,SGrid,3,100,100,38,0.0002375,749454,0,1,6.25e-06,1053,2542,0.008,0,0.002,0.002,0.001,0.027,0.042,0,0,0.026,0.002,0,44.5833,1386,18.3542,121.488,241,241,1,0.004,5,0,15,42,593,1760,537,0,0,0,0,0,59,11,239,128,1021,0,0,0,0,0,9.50305,16.5031,14.3623,14.128,16.6684,0,0,0,0,0,43.8765,8.11827,28.2271,47.0522,47.9294,0,0,0,0,0,6.54732,8.02629,12.5084,19.8455,14.9287,0,0,0,0,0,86.0189,5.84048,55.9217,60.6256,79.4402,0,0,0,0,0,
dTOUCH,1,4000,4000,../../../data/samplesDendrites/4000/sample8.bin,../../../data/samplesAxons/4000/sample7.bin,SGrid,3,100,100,123,0.00076875,1283490,0,1,6.25e-06,1226,2539,0.004,0,0.004,0.004,0.002,0.017,0.03,0,0,0.016,0.003,0,19.4444,1115,105.556,257.866,103,103,1,0.007,5,4,4000,0,0,0,0,0,0,0,0,0,636,0,1023,1115,0,0,0,0,0,0,16.1234,0,0,0,0,0,0,0,0,0,46.159,0,44.7487,34.0437,60.1136,0,0,0,0,0,20.6566,0,0,0,0,0,0,0,0,0,84.506,0,69.5266,79.3151,86.5899,0,0,0,0,0,
reTOUCH,1,4000,4000,../../../data/samplesDendrites/4000/sample8.bin,../../../data/samplesAxons/4000/sample7.bin,SGrid,3,100,100,91,0.00056875,1274799,0,1,6.25e-06,259,2539,0.005,0,0.001,0.005,0,0.013,0.028,0,0,0.012,0.003,0,45.1613,2035,41.9516,237.909,249,249,1,0.008,5,0,0,0,180,2035,1526,0,0,0,0,0,86,0,697,236,442,0,0,0,0,0,0,0,16.6646,14.425,16.767,0,0,0,0,0,17.3174,0,51.1454,48.2158,36.2865,0,0,0,0,0,0,0,11.9566,16.9641,23.9448,0,0,0,0,0,12.1466,0,84.8106,99.482,63.6544,0,0,0,0,0,
rereTOUCH,1,4000,4000,../../../data/samplesDendrites/4000/sample8.bin,../../../data/samplesAxons/4000/sample7.bin,SGrid,3,100,100,90,0.0005625,1526,0,1,6.25e-06,259,2627,0.009,0,0.001,0.003,0.001,0.014,0.03,0,0,0.013,0.002,0,47.5806,2035,41.2419,237.835,249,249,1,0.005,5,0,0,0,180,2035,1526,0,0,0,0,0,0,0,682,235,456,0,0,0,0,0,0,0,16.6646,14.425,16.767,0,0,0,0,0,0,0,50.2653,48.222,36.9624,0,0,0,0,0,0,0,11.9566,16.9641,23.9448,0,0,0,0,0,0,0,84.8334,99.6934,64.1494,0,0,0,0,0,
SGrid,1,4000,4000,../../../data/samplesDendrites/4000/sample8.bin,../../../data/samplesAxons/4000/sample8.bin,NL,0,0,1000000,96,0.0006,0,4,2,1.25e-05,0,0,0.004,0,0.002,0.001,0,0,0.007,0,0,0,0,0,0,0,0,0,1,1,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
TOUCH,1,4000,4000,../../../data/samplesDendrites/4000/sample8.bin,../../../data/samplesAxons/4000/sample8.bin,SGrid,3,100,100,60,0.000375,3884400,1,2,1.25e-05,0,2790,0.011,0,0,0.003,0.002,0.015,0.029,0,0,0.014,0.001,0,45.1613,636,42.0161,80.9392,45,45,1,0.004,5,0,4000,0,0,0,0,0,0,0,0,0,30,0,73,471,636,0,0,0,0,0,16.1234,0,0,0,0,0,0,0,0,0,56.4744,0,74.9408,29.6933,44.972,0,0,0,0,0,20.6566,0,0,0,0,0,0,0,0,0,68.3701,0,139.527,46.0365,86.2504,0,0,0,0,0,
PBSM,1,4000,4000,../../../data/samplesDendrites/4000/sample8.bin,../../../data/samplesAxons/4000/sample8.bin,NL,0,0,1000000,70,0.0004375,0,4,2,1.25e-05,0,0,0.006,0,0.005,0.022,0,0,0.033,0,0,0,0,0,0,0,0,0,1,1,0,0.022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
cTOUCH,1,4000,4000,../../../data/samplesDendrites/4000/sample8.bin,../../../data/samplesAxons/4000/sample8.bin,SGrid,3,100,100,34,0.0002125,76348,13,2,1.25e-05,2342,3360,0.005,0,0.002,0.001,0,0.025,0.034,0,0,0.024,0.001,0,45,995,9.575,69.7531,241,241,1,0.002,5,0,38,223,96,306,995,0,0,0,0,0,10,114,108,125,283,0,0,0,0,0,17.3506,14.4808,12.8627,13.704,14.2414,0,0,0,0,0,100.103,46.4808,14.0407,42.6083,43.1028,0,0,0,0,0,15.9543,11.2126,13.2843,12.6812,18.8384,0,0,0,0,0,80.942,70.0281,10.5579,108.32,82.3806,0,0,0,0,0,
dTOUCH,1,4000,4000,../../../data/samplesDendrites/4000/sample8.bin,../../../data/samplesAxons/4000/sample8.bin,SGrid,3,100,100,523,0.00326875,1021036,0,2,1.25e-05,1384,2790,0.004,0,0.005,0.005,0.002,0.017,0.031,0,0,0.016,0.004,0,19.4444,809,100.556,185.638,103,103,1,0.009,5,4,4000,0,0,0,0,0,0,0,0,0,874,145,788,809,0,0,0,0,0,0,16.1234,0,0,0,0,0,0,0,0,0,37.7471,0,94.1582,36.8045,74.5205,0,0,0,0,0,20.6566,0,0,0,0,0,0,0,0,0,71.2431,0,189.027,58.1092,109.594,0,0,0,0,0,
