Algorithm, Epsilon, #A, #B, infile A, infile B, LocalJoin Alg, Fanout, Leaf size, gridSize, Compared #, Compared %, ComparedMax, Duplicates, Results, Selectivity, filtered A, filtered B,t loading, t init, t build, t probe, t comparing, t partition, t join, t total, t deDuplicating, t analyzing, t sorting, t gridCalculate,EmptyCells(%), MaxObj, AveObj, StdObj, repA, repB, max level, gridP robe
reTOUCH,50,8000,8000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,17827452,27.8554,10046396,13361318,177762,0.277753,4818,718,0.025,0,0.008,33.328,33.32,0.005,0,68.469,1.282,0,0.004,0.223,99.1667,3499,87.2,375.552,481,481,0,33.551
rereTOUCH,50,8000,8000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,20856340,32.588,9835381,16017257,177762,0.277753,4818,829,0.027,0,0.013,38.289,38.276,0.005,0,78.56,1.478,0,0.004,0.203,186.667,1976,86.275,218.917,481,481,0,38.492
TOUCH,50,8500,8500,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,18380630,25.4403,65441000,13540569,183738,0.254309,394,0,0.03,0,0.004,34.718,33.962,0.026,0,69.559,1.317,0,0.025,0.093,97.7099,7936,61.8779,690.714,4,4,0,34.811
cTOUCH,50,8500,8500,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,19627562,27.1662,3359356,14889084,183738,0.254309,5992,760,0.027,0,0.017,37.311,37.295,0.058,0,76.375,1.186,0,0.053,0.178,84.0467,2895,39.8755,276.925,515,515,0,37.489
dTOUCH,50,8500,8500,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,25327640,35.0556,20978661,20147479,183738,0.254309,5549,394,0.026,0,0.004,48.222,47.304,0.051,0,96.633,1.674,0,0.048,0.073,95.5466,2133,13.6842,140.053,12,12,50,48.295
reTOUCH,50,8500,8500,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,18357210,25.4079,12541779,13586018,183738,0.254309,5274,765,0.025,0,0.009,33.961,33.95,0.005,0,69.856,1.452,0.001,0.004,0.194,99.2366,3268,83.6718,373.71,525,525,0,34.155
rereTOUCH,50,8500,8500,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,21112912,29.222,12271867,16099528,183738,0.254309,5274,805,0.023,0,0.014,39.863,39.859,0.005,0,81.56,1.383,0,0.004,0.178,190.076,2014,83.3664,246.12,525,525,0,40.041
TOUCH,50,9000,9000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,19218634,23.7267,67502000,14135320,199922,0.246817,491,0,0.03,0,0.004,36.387,35.605,0.028,0,72.903,1.371,0.001,0.027,0.091,97.0803,7208,62.1095,618.299,5,5,0,36.478
cTOUCH,50,9000,9000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,20112205,24.8299,7273409,15177416,199922,0.246817,6032,523,0.028,0,0.018,37.742,37.734,0.062,0,77.473,1.35,0,0.058,0.205,91.5129,4913,42.2325,381.263,543,543,0,37.947
dTOUCH,50,9000,9000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,27513369,33.9671,20956068,21919854,199922,0.246817,6055,491,0.028,0,0.005,52.204,51.154,0.052,0,104.604,1.942,0,0.049,0.068,94.5736,2129,13.2016,135.518,15,15,50,52.272
reTOUCH,50,9000,9000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,19087436,23.5647,10108748,14149666,199922,0.246817,5838,867,0.026,0,0.009,36.021,36.01,0.006,0,73.958,1.425,0,0.004,0.2,98.5401,3547,82.4453,362.768,549,549,0,36.221
rereTOUCH,50,9000,9000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,21431161,26.4582,8598114,16315175,199922,0.246817,5838,895,0.026,0,0.015,40.16,40.153,0.005,0,82.163,1.362,0,0.004,0.191,190.511,2358,82.2409,233.666,549,549,0,40.351
TOUCH,50,9500,9500,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,21875153,24.2384,80739100,16196995,228534,0.253223,491,0,0.026,0,0.005,40.883,40.04,0.026,0,81.881,1.493,0,0.025,0.092,97.931,6515,62.131,574.609,4,4,0,40.975
cTOUCH,50,9500,9500,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,22091778,24.4784,3097555,16575362,228534,0.253223,6347,513,0.031,0,0.017,40.598,40.583,0.068,0,83.431,1.592,0,0.062,0.197,89.5833,7966,42.1528,480.477,577,577,0,40.795
dTOUCH,50,9500,9500,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,28847111,31.9636,21743310,23044434,228534,0.253223,6083,491,0.026,0,0.004,54.495,53.43,0.055,0,109.187,1.973,0,0.053,0.064,94.2857,1797,13.2,121.038,17,17,50,54.559
reTOUCH,50,9500,9500,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,21862409,24.2243,8900027,16214851,228534,0.253223,6329,827,0.03,0,0.011,41.475,41.463,0.007,0,85.187,1.747,0,0.006,0.189,97.931,2564,81.6828,330.553,581,581,0,41.664
rereTOUCH,50,9500,9500,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,27277245,30.2241,8362962,21461188,228534,0.253223,6329,923,0.022,0,0.015,53.895,53.894,0.007,0,110.434,2.188,0,0.005,0.178,190.345,1456,81.0207,146.992,581,581,0,54.073
TOUCH,50,10000,10000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,24193606,24.1936,88940400,17690346,252925,0.252925,491,0,0.03,0,0.004,48.991,47.968,0.031,0,98.115,1.823,0,0.029,0.105,97.3856,7677,62.1503,631.076,5,5,0,49.096
cTOUCH,50,10000,10000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,25113930,25.1139,4993946,18673494,252925,0.252925,6643,759,0.03,0,0.02,50.954,50.941,0.074,0,104.681,2.07,0,0.068,0.216,91.7219,4609,41.7152,377.234,605,605,0,51.17
dTOUCH,50,10000,10000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,31844493,31.8445,16497052,25370889,252925,0.252925,6776,491,0.031,0,0.005,63.257,61.988,0.06,0,126.735,2.39,0,0.057,0.061,93.2203,823,11.8949,77.6561,21,21,50,63.318
reTOUCH,50,10000,10000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,24174897,24.1749,8674204,17738254,252925,0.252925,6798,847,0.03,0,0.011,48.307,48.295,0.007,0,99.396,2.267,0,0.005,0.196,98.6928,2583,80.7516,327.812,613,613,0,48.503
rereTOUCH,50,10000,10000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,31058982,31.059,7311712,24534071,252925,0.252925,6798,1171,0.033,0,0.017,59.403,59.397,0.007,0,121.671,2.367,0,0.006,0.187,190.196,1361,78.634,145.943,613,613,0,59.59
TOUCH,50,10500,10500,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,24697457,22.4013,98754900,17995504,257407,0.233476,491,0,0.03,0,0.005,49.895,48.855,0.035,0,99.933,1.849,0,0.034,0.108,97.4843,8177,62.9497,657.895,5,5,0,50.003
cTOUCH,50,10500,10500,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,26946675,24.4414,2087791,20284513,257407,0.233476,7201,488,0.033,0,0.021,53.083,53.063,0.075,0,108.547,1.67,0,0.069,0.217,88.2911,7810,42.1234,454.419,633,633,0,53.3
dTOUCH,50,10500,10500,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,32063147,29.0822,19377404,25477182,257407,0.233476,7232,491,0.03,0,0.005,63.539,62.373,0.066,0,127.312,2.18,0.001,0.064,0.063,94.8052,1311,11.5877,90.6402,17,17,50,63.602
reTOUCH,50,10500,10500,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,24543896,22.262,8970014,17999059,257407,0.233476,7240,859,0.029,0,0.011,48.833,48.813,0.007,0,100.039,1.865,0,0.005,0.199,99.3711,3534,81.1384,370.518,637,637,0,49.032
rereTOUCH,50,10500,10500,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,28524677,25.8727,8901905,21982870,257407,0.233476,7240,1005,0.029,0,0.017,56.626,56.619,0.008,0,115.8,2.052,0,0.006,0.188,190.566,1518,80.2201,176.908,637,637,0,56.814
TOUCH,50,11000,11000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,28262253,23.3572,102343300,20487920,295481,0.244199,791,0,0.031,0,0.005,56.038,54.911,0.033,0,112.216,2.031,0,0.032,0.103,97.619,7262,60.7679,595.153,5,5,0,56.141
cTOUCH,50,11000,11000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,30136398,24.9061,3448760,22410023,295481,0.244199,7249,488,0.028,0,0.02,58.603,58.584,0.079,0,119.888,1.943,0,0.073,0.233,89.759,7611,42.9608,437.549,665,665,0,58.836
dTOUCH,50,11000,11000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,36650081,30.2893,27553610,28945561,295481,0.244199,7538,791,0.03,0,0.005,71.361,69.907,0.064,0,142.95,2.739,0,0.062,0.071,94.6541,2360,11.9874,134.759,18,18,50,71.432
reTOUCH,50,11000,11000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,28201446,23.307,10424093,20487800,295481,0.244199,7542,855,0.03,0,0.012,55.531,55.519,0.007,0,114.161,2.553,0,0.005,0.213,98.8095,3860,80.9702,382.834,673,673,0,55.744
rereTOUCH,50,11000,11000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,35215507,29.1037,9161918,27496033,295481,0.244199,7542,1051,0.03,0,0.018,70.114,70.108,0.007,0,143.43,2.673,0,0.005,0.203,189.881,1374,79.8036,157.388,673,673,0,70.317
TOUCH,50,11500,11500,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,29809597,22.5403,117043900,21425052,310380,0.234692,491,0,0.043,0,0.006,58.162,56.965,0.035,0,116.498,2.14,0.001,0.034,0.118,97.7143,8732,62.9086,675.111,5,5,0,58.28
cTOUCH,50,11500,11500,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,31453374,23.7833,12960132,23311908,310380,0.234692,7176,408,0.035,0,0.021,63.219,63.205,0.077,0,129.429,2.242,0,0.071,0.229,92.7746,6369,44.5549,432.961,693,693,0,63.448
dTOUCH,50,11500,11500,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,38045568,28.7679,36414529,29877508,310380,0.234692,7531,491,0.035,0,0.007,75.886,74.386,0.074,0,152.039,2.801,0,0.071,0.082,96.1424,2930,12.7448,161.759,14,14,50,75.968
reTOUCH,50,11500,11500,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,30640459,23.1686,10812612,22413744,310380,0.234692,7585,842,0.044,0,0.012,60.468,60.448,0.01,0,124.237,2.689,0,0.008,0.228,98.8571,3273,83.2743,364.344,701,701,0,60.696
rereTOUCH,50,11500,11500,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,33803937,25.5606,11839231,25640172,310380,0.234692,7585,1063,0.037,0,0.019,65.875,65.861,0.008,0,134.701,2.376,0,0.006,0.213,190.857,2304,82.0114,245.38,701,701,0,66.088
TOUCH,50,12000,12000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,31313513,21.7455,129553800,22453904,325918,0.226332,491,0,0.033,0,0.006,61.711,60.434,0.036,0,123.575,2.29,0,0.035,0.122,97.8022,9677,63.2363,724.389,5,5,0,61.833
cTOUCH,50,12000,12000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,31544196,21.9057,22292940,22957917,325918,0.226332,6307,379,0.035,0,0.024,62.624,62.605,0.084,0,128.378,2.345,0,0.078,0.235,93.0556,8404,48.0944,527.952,721,721,0,62.859
dTOUCH,50,12000,12000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,35442338,24.6127,48644740,27178662,325918,0.226332,6678,491,0.039,0,0.006,71.74,70.329,0.074,0,143.754,2.612,0,0.071,0.089,96.3173,3502,15.9972,192.745,14,14,50,71.829
reTOUCH,50,12000,12000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,31261501,21.7094,15909103,22564186,325918,0.226332,7039,893,0.037,0,0.013,61.293,61.271,0.008,0,125.765,2.626,0,0.006,0.21,98.9011,2847,88.2857,348.219,729,729,0,61.503
rereTOUCH,50,12000,12000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,33618377,23.3461,13939459,25109341,325918,0.226332,7039,1011,0.033,0,0.02,65.964,65.951,0.008,0,134.82,2.342,0,0.006,0.206,190.11,2257,87.6374,238.665,729,729,0,66.17
TOUCH,50,12500,12500,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,31737046,20.3117,138062500,22717698,330237,0.211352,491,0,0.033,0,0.006,63.783,62.503,0.04,0,127.726,2.28,0,0.038,0.131,97.3545,9732,63.5397,720.629,6,6,0,63.914
cTOUCH,50,12500,12500,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,32128734,20.5624,13416407,23371011,330237,0.211352,6541,395,0.04,0,0.027,62.481,62.46,0.092,0,128.062,2.249,0,0.086,0.254,88.9182,9814,47.6623,531.881,759,759,0,62.735
dTOUCH,50,12500,12500,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,35256587,22.5642,60540072,26946779,330237,0.211352,6343,491,0.034,0,0.006,70.14,68.735,0.077,0,140.546,2.562,0,0.073,0.106,96.4384,4799,18.2411,253.051,14,14,50,70.246
reTOUCH,50,12500,12500,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,31608091,20.2292,18120058,22725941,330237,0.211352,7223,850,0.037,0,0.014,61.213,61.194,0.009,0,125.443,2.41,0,0.007,0.235,99.4709,3053,89.5608,358.153,757,757,0,61.448
rereTOUCH,50,12500,12500,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,33268652,21.2919,15323474,24615166,330237,0.211352,7223,919,0.034,0,0.021,65.395,65.375,0.01,0,133.699,2.337,0,0.008,0.216,189.418,2470,89.1958,257.073,757,757,0,65.611
TOUCH,50,13000,13000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,33169140,19.6267,149787500,23642002,344368,0.203768,491,0,0.04,0,0.006,64.817,63.484,0.043,0,129.815,2.377,0,0.042,0.135,97.9695,10272,63.4975,743.029,5,5,0,64.952
cTOUCH,50,13000,13000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,33441151,19.7877,25926918,24104582,344368,0.203768,6497,408,0.037,0,0.027,64.21,64.184,0.098,0,131.837,2.557,0.001,0.091,0.253,91.0941,9152,48.5878,535.336,787,787,0,64.463
dTOUCH,50,13000,13000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,36822769,21.7886,58661037,28032860,344368,0.203768,6827,491,0.039,0,0.007,76.995,75.535,0.087,0,154.294,2.661,0,0.083,0.108,95.5145,4283,17.6332,224.398,18,18,50,77.103
reTOUCH,50,13000,13000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,33008505,19.5317,21734630,23642002,344368,0.203768,7306,871,0.037,0,0.016,65.212,65.189,0.01,0,133.492,2.421,0,0.008,0.252,100,3292,90.4721,362.998,789,789,0,65.464
rereTOUCH,50,13000,13000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,34075313,20.1629,19678771,24983153,344368,0.203768,7306,912,0.036,0,0.021,63.9,63.888,0.009,0,130.907,2.52,0,0.007,0.222,191.371,3053,90.264,304.552,789,789,0,64.122
TOUCH,50,13500,13500,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,39283789,21.5549,161581700,28302435,411153,0.225598,491,0,0.036,0,0.006,76.492,74.912,0.042,0,153.152,2.869,0,0.04,0.134,98.0296,10755,64.0837,765.472,5,5,0,76.626
cTOUCH,50,13500,13500,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,39798650,21.8374,31971862,29012950,411153,0.225598,6538,398,0.037,0,0.029,76.998,76.972,0.098,0,157.916,3.033,0,0.091,0.265,89.4349,8450,49.2973,515.93,815,815,0,77.263
dTOUCH,50,13500,13500,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,43788890,24.0268,58452982,33606037,411153,0.225598,7196,491,0.036,0,0.007,87.039,85.304,0.082,0,174.367,3.203,0,0.079,0.108,95.4082,4050,17.4031,208.859,19,19,50,87.147
reTOUCH,50,13500,13500,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,39228336,21.5245,23327150,28302435,411153,0.225598,7369,851,0.039,0,0.015,77.139,77.121,0.009,0,158.616,3.707,0,0.007,0.239,99.5074,3056,92.5123,374.085,813,813,0,77.378
rereTOUCH,50,13500,13500,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,42694319,23.4262,22629953,32258513,411153,0.225598,7369,913,0.036,0,0.023,83.507,83.495,0.009,0,170.834,3.196,0,0.007,0.236,190.64,1925,92.2069,234.08,813,813,0,83.743
TOUCH,50,14000,14000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,41702404,21.2767,171950200,30086395,436364,0.222635,758,0,0.044,0,0.006,84.683,82.967,0.044,0,169.557,3.115,0,0.042,0.147,97.6415,11252,62.4623,780.575,6,6,0,84.83
cTOUCH,50,14000,14000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,41820333,21.3369,33650536,30222048,436364,0.222635,6948,379,0.039,0,0.028,85.249,85.232,0.105,0,175.365,3.883,0.001,0.098,0.295,92.217,10321,48.7571,589.269,849,849,0,85.544
dTOUCH,50,14000,14000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,46501987,23.7255,48531452,35761272,436364,0.222635,7368,758,0.035,0,0.007,95.232,93.284,0.09,0,190.768,3.627,0,0.087,0.111,93.6118,2604,17.1818,148.762,27,27,50,95.343
reTOUCH,50,14000,14000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,41577036,21.2128,23827441,30087203,436364,0.222635,7398,849,0.04,0,0.015,82.695,82.678,0.011,0,169.493,3.42,0.001,0.008,0.259,99.0566,4075,93.1745,392.846,849,849,0,82.954
rereTOUCH,50,14000,14000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,44945531,22.9314,25735036,33963395,436364,0.222635,7398,914,0.04,0,0.025,89.335,89.323,0.011,0,182.706,3.35,0,0.009,0.256,191.981,1683,92.8679,221.562,849,849,0,89.591
TOUCH,50,14500,14500,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,43211917,20.5526,185407900,31104158,452074,0.215017,783,0,0.047,0,0.007,88.939,87.132,0.048,0,178.087,3.271,0.001,0.046,0.158,98.1818,11769,62.35,800.372,5,5,0,89.097
cTOUCH,50,14500,14500,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,43506463,20.6927,22358528,31557402,452074,0.215017,7481,535,0.038,0,0.03,87.164,87.138,0.109,0,178.4,3.097,0,0.101,0.291,93.6073,11493,47.9087,603.956,877,877,0,87.455
dTOUCH,50,14500,14500,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,48080850,22.8684,50648784,36907078,452074,0.215017,7906,783,0.041,0,0.007,94.282,92.403,0.092,0,188.889,3.501,0,0.088,0.105,95.2607,2595,16.5758,145.734,21,21,50,94.387
reTOUCH,50,14500,14500,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,43087726,20.4936,25007702,31105041,452074,0.215017,7796,846,0.04,0,0.016,82.49,82.476,0.011,0,169.504,3.826,0,0.008,0.262,99.0909,4297,92.5364,399.583,881,881,0,82.752
rereTOUCH,50,14500,14500,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,46614026,22.1708,27124914,35190872,452074,0.215017,7796,879,0.041,0,0.025,89.935,89.924,0.01,0,184.002,3.445,0,0.008,0.257,192.273,1683,92.3864,219.372,881,881,0,90.192
TOUCH,50,15000,15000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,44987034,19.9942,204068300,32436085,471253,0.209446,491,0,0.039,0,0.007,88.508,86.666,0.045,0,177.199,3.356,0,0.043,0.151,98.6726,12675,64.1991,849.049,4,4,0,88.659
cTOUCH,50,15000,15000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,44965218,19.9845,19686029,32519295,471253,0.209446,8334,654,0.045,0,0.028,85.121,85.109,0.103,0,174.792,3.565,0,0.095,0.288,92.4945,15633,46.3841,746.88,907,907,0,85.409
dTOUCH,50,15000,15000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,49404692,21.9576,74509068,37939803,471253,0.209446,8179,491,0.044,0,0.008,96.573,94.712,0.093,0,193.479,3.455,0,0.09,0.109,95.9184,3995,16.2766,202.868,19,19,50,96.682
reTOUCH,50,15000,15000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,44848403,19.9326,25409070,32437212,471253,0.209446,8198,850,0.037,0,0.017,86.657,86.639,0.013,0,177.596,3.577,0.001,0.009,0.272,99.5575,4629,92.708,412.503,905,905,0,86.929
rereTOUCH,50,15000,15000,../../../data/RawData-segment-object-1M-Axons.bin,../../../data/RawData-segment-object-1M-Dendrites.bin,SGrid,3,100,100,48068992,21.364,28013006,36351001,471253,0.209446,8198,884,0.045,0,0.026,93.883,93.877,0.011,0,192.151,3.671,0,0.008,0.264,191.593,1587,92.5575,215.15,905,905,0,94.147
